left,right
-1.5112758,2.1982038
1.2269056,-0.5759
-0.00091964006,0.5819406
0.36273804,0.28553683
1.8415122,-1.1949662
1.5259118,-0.8886327
-0.977397,1.5926788
-0.9402315,1.5905861
0.36412874,0.26200974
-0.28201303,0.8807154
-0.62053996,1.2118613
1.2139924,-0.66101635
0.38537607,0.43029338
-1.2244647,2.1301994
1.4414642,-0.87524664
1.0299567,-0.45563197
-1.3105099,2.1932328
0.89927864,-0.31074786
-0.8378379,1.4601804
0.4020453,0.1759563
-0.2030952,0.78733146
0.8726312,-0.28182834
0.7970094,-0.22241975
-0.80611825,1.4111485
0.341589,0.25999302
-1.4274395,2.269602
0.04742521,0.5347023
0.2958807,0.38807726
0.3284696,0.24673413
1.7410638,-1.0967497
-0.12352732,0.7061623
0.9558989,-0.4032234
0.035707682,0.67412716
-1.1012282,1.8002658
0.8532637,-0.1344666
-1.1202571,1.7624016
-1.5405252,2.346039
-1.2896287,1.9340802
-0.29183954,0.8627755
-0.59233564,1.1762714
2.060142,-1.4074337
0.38497105,0.1902541
0.7830091,-0.12613554
0.29214284,0.31910443
1.724097,-1.174018
0.80433327,-0.17346178
-0.6045037,1.208167
-0.7016545,1.3796895
-0.3531591,0.96547484
0.7415558,-0.018924877
-1.3506558,2.061134
-0.28483513,0.91670716
0.4780709,0.09484886
1.1007557,-0.5423508
0.17134416,0.38558596
0.3340614,0.28654814
-1.0926926,1.7304871
-0.78031254,1.4157741
-0.35176897,0.95441556
0.70522994,-0.08618112
2.0422556,-1.5467265
1.1005906,-0.55216473
0.28152007,0.32119274
1.7966056,-1.2486409
-1.0578461,1.675386
0.45621344,0.33847815
0.44903713,0.1820452
0.34851596,0.3057143
0.72706246,-0.021293119
0.89971834,-0.3306085
-0.85264117,1.45788
-0.17568853,0.8836482
0.94517404,-0.37708777
1.1871614,-0.67503196
0.6772924,-0.15060727
-1.3312037,2.2207482
0.4348367,0.38192546
1.1663964,-0.66315216
-1.489269,2.3238986
0.70608366,-0.08474453
-1.0445607,1.8391316
-0.93566793,1.629307
0.32579365,0.3071224
-1.1859751,1.8169737
0.6426084,-0.099621326
-1.0837936,1.8740971
1.1488078,-0.5330913
-0.11924103,0.69759715
-0.08152205,0.7628018
0.606804,0.117324635
0.84091216,-0.20933856
0.7042384,0.038847223
1.2786505,-0.770311
2.2671835,-1.6555066
-0.5941579,1.2146904
1.3978741,-0.87090284
-1.1990077,1.8487797
0.49406517,0.056922242
-0.18247259,0.7686843
1.4721854,-0.836538
0.7921279,-0.26730752
-1.5512748,2.2355185
1.1201937,-0.60979944
0.89462006,-0.37414986
1.4262083,-0.8635201
-1.4908013,2.31225
0.99874526,-0.39051437
2.155521,-1.5563269
1.6446288,-1.0780118
0.33891428,0.22634025
1.7404056,-1.1748747
-0.19374317,0.7877709
2.122055,-1.5042145
-0.60944974,1.3512896
0.4137596,0.39625221
-0.14339945,0.77299434
2.0145786,-1.3189995
-0.27241558,0.9576738
1.4568,-0.96055406
-1.2205305,1.8405243
1.248138,-0.66357154
1.4910486,-0.92921954
-0.751425,1.369668
0.4068865,0.3512429
1.2188044,-0.5713819
-1.3331563,2.1126885
0.30419984,0.34255368
1.8498204,-1.335653
-0.07895672,0.78811234
-1.5167425,2.166443
2.0549986,-1.4224751
-0.049509287,0.60818326
0.7721583,-0.24577038
0.8492951,-0.277467
-1.5594583,2.319136
-0.30186272,0.88790566
2.2003033,-1.5771534
2.1557834,-1.5786049
-0.2897185,0.87533367
0.4553471,0.09074728
-0.29025194,0.87694436
-0.60059,1.1997249
2.11695,-1.5187432
2.2978942,-1.686635
0.93149364,-0.41696686
0.36105916,0.18856885
-0.9660004,1.591609
-1.2273717,1.874296
-1.2690427,2.1654253
-0.73890805,1.4432569
1.7735806,-1.105244
-1.2153935,1.832295
-0.9589047,1.582892
-1.4983928,2.1862638
-0.6646758,1.2906268
1.3610516,-0.84018725
2.1127248,-1.550366
-1.5443814,2.2267792
-1.0719211,1.7032378
-1.0135171,1.6532478
-0.94839853,1.575382
-0.46527493,1.0783832
0.83707505,-0.112663284
0.85002875,-0.27071035
-0.40465003,1.010576
1.8566988,-1.3609781
2.148668,-1.5732462
-0.47612154,1.1728196
0.6527967,-0.12109022
2.0705557,-1.5200496
0.87033147,-0.30019218
-0.8173346,1.4931004
2.434075,-1.9114304
-0.7618802,1.4083183
-1.2471547,1.9057188
1.1554687,-0.59976095
-0.78522927,1.4783447
0.84382874,-0.21856384
-1.2899466,1.9347756
0.20514378,0.37535393
0.410702,0.35228407
0.26860902,0.37602437
0.46931738,0.07397251
-0.73113245,1.3444078
1.9972193,-1.4636685
-0.62455493,1.234549
0.55093205,-0.010009959
-0.7740453,1.385482
2.097475,-1.4815279
1.4404085,-0.8794681
0.15991321,0.42639363
-1.1066768,1.7468913
-0.1602486,0.740558
1.3283975,-0.8138165
2.171145,-1.6149831
1.110169,-0.5803388
1.3964701,-0.87298214
1.0575317,-0.4468972
-1.5709124,2.2910378
-1.2533193,1.9070264
1.6577938,-1.0955874
1.3552186,-0.83763844
0.21242541,0.41179043
-0.6100306,1.1971838
-0.44184995,1.0504379
-1.5393951,2.2354867
0.09488326,0.49320364
-1.5015979,2.2741015
-1.5158689,2.2092745
-1.1674106,1.8116257
1.858679,-1.2947686
0.93109936,-0.397785
0.2454454,0.35594058
0.27454144,0.33433104
0.34961808,0.22206275
1.7951562,-1.2349653
-1.2304335,1.85179
-0.8671888,1.5607829
-0.51296633,1.2067413
0.36046445,0.24301125
0.2948277,0.33265996
-1.2556777,1.9689188
0.31718844,0.35120904
-1.446965,2.1017492
1.9957092,-1.2872751
0.31974038,0.27585423
-0.7349275,1.4119301
-1.406146,2.0643344
1.3257134,-0.69724697
0.8062816,-0.07587887
-1.3665273,2.0763197
-0.3260791,1.0304054
0.8219988,-0.2476816
0.6856072,-0.15569603
0.48365286,0.09722592
0.72480017,-0.11472525
-1.0567572,1.6935905
-0.39578623,0.97066385
2.077603,-1.5249951
0.82232606,-0.28523028
-1.4459264,2.2983809
0.34707826,0.27824622
1.1131136,-0.45421332
-0.97136563,1.597761
-0.431683,1.0263761
-1.3323553,2.017994
-1.1225471,1.8159146
-1.5378671,2.2433617
2.16147,-1.5959964
0.14083633,0.42389864
1.1341,-0.49966002
0.92884576,-0.34262174
-1.3238404,1.9842513
-1.6066575,2.250417
-1.0381398,1.8479806
-1.072207,1.7660885
0.99856997,-0.43482137
-1.0068905,1.6841646
-1.2293413,1.8859711
2.059649,-1.495827
-0.50726485,1.1458458
-1.3449285,1.9850979
1.0515637,-0.4985776
1.3383639,-0.82121736
-0.16029254,0.74292976
-1.1522002,1.8331754
-1.3947933,2.1920002
0.40018076,0.32521105
-1.4779401,2.1430316
1.175453,-0.6450998
1.1856868,-0.66031986
2.0631707,-1.5468874
0.9531295,-0.29638147
-0.99039537,1.6420475
1.8730078,-1.3539548
0.36894462,0.23655851
0.75243795,-0.12350087
-1.203747,1.8855855
0.1499506,0.43954724
2.3294308,-1.8350041
-0.77296925,1.4491904
-0.79069537,1.4077815
0.5058261,0.13144694
1.5121124,-0.97072726
-1.1590295,1.8419031
1.9556828,-1.2186251
0.24144316,0.31645572
0.30634546,0.24181472
1.3322501,-0.74768066
0.5869445,0.057327583
2.0688865,-1.5023217
1.530997,-0.9473286
0.91237926,-0.3805563
-1.0797994,1.7471488
1.7748427,-1.2120594
-1.0206611,1.6800379
0.35924122,0.39781368
-1.2034543,1.8428762
-1.4447172,2.1163304
-0.9699282,1.6234331
0.8190255,-0.25515646
2.0959182,-1.4821817
0.47377592,0.357354
-1.0362482,1.6582043
0.20168176,0.3973158
-1.0074911,1.6353304
0.02552241,0.5447331
-0.17296132,0.77126104
-1.1232655,1.7678146
-0.99076265,1.5968277
2.1729298,-1.556202
-1.4061503,2.2664862
1.1806409,-0.5637233
0.962158,-0.44363672
0.82673216,-0.23147495
0.9491805,-0.3827595
0.482651,0.08369093
0.3065159,0.29365122
-1.0336158,1.6455526
0.61928374,-0.036003247
0.80696315,-0.20951886
0.19701687,0.53860337
1.9584365,-1.444528
-0.54566544,1.2363975
0.35328314,0.3838449
0.8424464,-0.3187769
-1.1518254,1.8436027
0.5197103,0.18740211
0.14920944,0.4435439
0.8534882,-0.13911872
0.37189996,0.20216571
0.29831547,0.27896458
0.82866675,-0.2976225
-0.7659791,1.3823674
-1.5356641,2.3327749
-1.5513365,2.2357922
-1.4670041,2.1377037
