x,vel,angle,angle_vel
-0.2599434,-0.37482387,0.013882373,-0.016158314
0.013590798,-0.00040486094,-0.055290002,-0.2527923
-0.0019488563,-0.38728738,-0.05432597,0.25920787
-0.013521134,-0.18572347,-0.051325224,-0.07159641
-0.08090621,-0.37297124,-0.043517236,0.047525212
0.025663072,-0.004884848,-0.049532603,-0.15378779
-0.24105535,-0.37457734,0.008837061,-0.021596164
-1.1427327,-0.5540677,-0.046542503,0.030797973
0.0144457575,0.17907155,-0.023686256,-0.20003109
-0.8995712,-0.17937385,-0.014846605,-0.21158808
-0.98780125,-0.36820784,-0.04116987,-0.057646275
-0.6800493,-0.3771417,-0.0013416709,0.13948052
0.0013865747,0.15442364,0.013044666,-0.16521621
-0.85925245,-0.38217327,-0.0068961675,0.14597355
-0.45171925,-0.020651557,0.015760316,-0.31479073
-0.20329045,-0.37450758,-0.0010065918,-0.023134148
0.042531595,-0.22313575,-0.05446791,0.1405743
-1.4142618,-0.5189813,-0.0046424223,-0.06160253
-0.40057513,-0.3314488,0.0017127772,-0.18686384
0.031357754,-0.0120755015,-0.042648394,0.005018135
-0.95164573,-0.537842,-0.016050562,0.0985175
-0.21193926,-0.5295132,-0.02637794,0.17079486
-0.91237485,-0.18628532,-0.0053373594,-0.16361198
-0.01985345,0.025735443,-0.040568158,-0.042991813
-0.79263127,-0.3950054,-0.0166998,-0.07991058
-0.0032345601,0.20518166,0.0038961733,-0.2457904
-0.059481185,-0.20918909,-0.03778036,-0.16741514
-0.033737067,-0.16092616,-0.049466338,-0.19307038
-0.7414031,-0.38377497,-0.004397785,0.18130554
0.050789677,-0.033353474,-0.04855945,-0.03458205
-0.96913177,-0.36951783,-0.04557986,-0.028730653
-1.3064268,-0.52002937,-0.0011845345,-0.038481843
-0.47678944,-0.35521933,0.0014924837,0.08155389
-0.29452983,-0.54354125,0.007858606,0.22423315
-0.0997145,-0.37174168,-0.036043398,0.020369783
-1.0837048,-0.3266709,0.00013909872,-0.2922624
-0.39542603,-0.38056457,0.009651255,0.11048502
-0.37282315,-0.37980345,0.013345954,0.093697816
-0.044166237,-0.18742372,-0.042158294,-0.13861819
-0.44152415,-0.526494,-0.0052829925,0.1041278
-0.559277,-0.40583324,-0.017926948,0.15898944
-0.774902,-0.5406651,-0.010844708,0.1607943
-0.4979269,-0.17967755,0.016035624,-0.2049047
-0.4484157,-0.1865571,0.008280345,-0.1576227
-0.5385998,-0.3545012,-0.01466623,0.06571925
0.0008690729,0.010004275,-0.0010196349,0.048118915
0.028659666,0.19113344,-0.04279131,-0.36184204
-0.30275017,-0.2060372,0.03391152,-0.23699068
-1.106094,-0.55638665,-0.03989953,0.081988364
-0.43804306,-0.2139793,0.031803958,-0.061663367
-0.063664965,-0.40375045,-0.04112866,0.11311386
-0.30527443,-0.57123166,0.02494084,0.30496424
-0.25639063,-0.5625644,-0.0029185878,0.21820043
-0.4180838,-0.3811419,0.0071675503,0.12321899
-1.0171707,-0.71716917,-0.0061313077,0.29872566
-0.8987381,-0.53886837,-0.011941389,0.12115566
-0.6353245,-0.3770489,-6.533415e-05,0.13743256
-0.5281374,-0.1878427,0.008842949,-0.12926121
0.048207395,-0.030338867,-0.053222425,-0.10118106
-0.7793782,-0.383539,-0.010826359,0.17611058
-0.3393116,-0.2084789,0.02590664,-0.18304029
-0.20334712,-0.5939056,0.0009912003,0.2961307
-0.6682942,-0.54295444,-0.020110462,0.21133804
-0.7122431,-0.52411485,0.0023989426,0.051642388
0.017555531,-0.0019480371,-0.05205958,-0.21866925
0.04756685,0.16114137,-0.042286754,-0.3136349
-0.5488733,-0.3541007,-0.017982937,0.05688694
-0.21917865,-0.56285834,-0.008926074,0.22469725
0.021580098,-0.0034292217,-0.050151028,-0.18593878
-0.24306148,-0.59430206,0.013124285,0.3048903
0.04035802,0.21048285,-0.04790162,-0.36308953
-0.045640137,-0.34774712,-0.06416353,0.17304808
-0.55098355,-0.18829656,0.010515347,-0.1192508
-0.4692074,-0.33115113,-0.0049756924,-0.19343024
0.041324817,0.017671317,-0.053103276,-0.12117637
-0.042378366,-0.014010141,0.034987442,0.047721483
-0.95764333,-0.58744335,-0.008268699,0.15357962
-0.06689021,-0.18493342,-0.043180767,-0.19360356
-0.33022523,-0.5442091,0.014463994,0.23898064
-0.47489598,-0.38216034,0.0046602595,0.14568433
0.017516572,-0.19628865,-0.056432962,0.05714812
-0.60417265,-0.18956377,-0.0021390645,-0.091288365
-0.586621,-0.1567214,-0.030210199,-0.28571025
-0.27498993,-0.56254345,-6.2613515e-05,0.2177369
-0.4904351,-0.37459058,0.014371431,0.08320959
-0.083200745,-0.3423923,-0.055155884,0.054630674
-0.2570153,-0.33264828,-0.022563484,-0.16043961
-0.34110942,-0.34929678,0.019243607,-0.04910507
0.026052043,-0.36442894,-0.06360539,0.28535017
-0.27884272,-0.3752162,0.01917665,-0.00750361
-0.355731,-0.52639544,0.003016302,0.10195108
-0.6690084,-0.38403818,-0.0037961479,0.18711141
-0.3793263,-0.3688041,0.02053509,-0.044455692
-0.05927669,-0.38067606,-0.045442022,0.11306266
-0.79262304,-0.54040146,-0.010334623,0.15497638
-0.66133213,-0.34810406,-0.018602096,-0.07541829
-0.14485727,-0.3493483,-0.0154884225,-0.047964457
-0.63260144,-0.54423904,-0.02666084,0.23972544
-0.017315337,-0.1610244,-0.06136259,0.065391764
-0.4427092,-0.21487066,0.023687799,-0.04198057
-0.39798668,-0.3693784,0.024738671,-0.03178722
-0.7017008,-0.5936639,-0.038597707,0.2910505
-0.28282863,-0.59540665,0.026422929,0.32933205
-1.0501732,-0.33941454,-0.029950364,-0.26719818
-1.7947321,-0.710453,-0.010624067,0.15056653
-0.7583171,-0.37697333,-0.0035879356,0.13576712
-0.1655026,-0.37501442,-0.011357538,-0.011954384
-0.72113985,-0.1819686,0.00058209203,-0.15433036
-1.1798389,-0.74727696,-0.039725035,0.28151324
0.02837208,0.15530987,-0.0142132295,-0.18476284
-0.21625817,-0.3481251,-0.0020528329,-0.07494227
-0.2875641,-0.34828743,0.009285905,-0.071365006
-0.017490337,-0.03602248,0.037314154,0.024354361
-0.9656322,-0.17497885,-0.039405253,-0.30873045
-0.7490786,-0.18859036,-0.00077167386,-0.112761475
0.008140137,-0.16680045,-0.05348886,-0.063354164
-1.1671456,-0.32599798,-0.0008095047,-0.3071062
0.040154003,0.1582205,-0.027016785,-0.24903306
0.052732047,-0.22623263,-0.05740328,0.20904289
-0.6283346,-0.5247559,-0.0069708936,0.06578604
-1.1355414,-0.35956332,-0.04157275,-0.24848759
-0.5891139,0.005701477,0.012738933,-0.38718542
-0.50550187,-0.21323916,-0.02250948,-0.07797697
-0.42942908,-0.38138184,0.0062880493,0.12851185
-0.6205102,-0.18182889,0.0034799383,-0.15741427
-0.6652271,-0.18198106,0.0020291149,-0.15405647
-0.65768486,-0.3771137,-0.0007481328,0.13886239
-0.16327205,-0.5640193,-0.019893676,0.25035676
-1.3999771,-0.7142352,-0.00932255,0.23400639
-0.2588704,-0.5432188,0.0020465683,0.21711613
-0.52217877,-0.40740448,-0.021771764,0.19367541
-0.52047974,-0.3828839,0.005610016,0.16164665
-0.5547495,-0.38356757,0.008130331,0.176731
-0.7770308,-0.18173014,-0.001346266,-0.15959077
-0.3390647,-0.37812704,0.02210757,0.056722775
-1.6798024,-0.32161024,-0.0032056998,-0.4038985
-0.4632909,-0.15983464,0.008521507,-0.21693611
0.029804485,-0.0063512963,-0.050204955,-0.1214065
0.017634893,0.18847093,-0.021455579,-0.30287823
-0.3841167,-0.38021162,0.011325015,0.10270025
-0.41773602,-0.33144432,0.000102678474,-0.18696205
-0.014266828,-0.4083549,-0.044799075,0.21482486
-0.33541209,-0.18263012,0.026994593,-0.2443512
-0.7147141,-0.18900447,-0.0053818575,-0.103627466
-0.4470066,-0.02009625,0.022848187,-0.32709664
-0.74350137,-0.18190451,-7.588858e-05,-0.15574415
-1.7844232,-0.51544404,-0.007831357,-0.13963549
-1.1577808,-0.53102684,-0.014751173,-0.051841225
-1.156723,-0.52112746,-0.00052434683,-0.014257893
-0.3232479,-0.34886652,0.015635878,-0.058594223
-0.8587432,-0.3757271,-0.010977054,0.108281344
-0.8034311,-0.34513307,-0.0072350954,-0.14094888
-0.062041927,-0.37443933,-0.052231457,0.079977
-0.57975155,-0.72007823,-0.007913715,0.36291093
0.027707804,0.18249752,-0.037133887,-0.27572533
-0.29919553,-0.7216421,-0.01289072,0.39744148
-0.12589025,-0.56540257,-0.02965146,0.2809575
0.03257569,-0.2200853,-0.05693589,0.073183455
-0.40081865,-0.21175075,0.025176235,-0.110830866
-0.5550583,-0.21093453,-0.015350723,-0.12881126
0.01301122,-0.19064249,-0.056178965,0.037066463
-0.022289345,-0.15744992,-0.07013794,-0.013619673
0.038080834,-0.20374963,-0.05664217,0.22203025
-1.0988581,-0.36179632,-0.0359165,-0.1991517
0.006817794,0.18736643,-0.0047083767,-0.27846143
-0.96492547,-0.52270895,-0.007626522,0.020629592
-0.34941977,-0.56328773,0.012080498,0.234167
-0.055553056,-0.18618159,-0.042121217,-0.16604033
-0.54331726,-0.38331628,0.007091616,0.17118654
-0.9772363,-0.5872511,-0.008031114,0.14933842
-0.7293059,-0.5241982,-0.0013738634,0.05348074
-0.24104592,-0.5431783,-0.00074401055,0.21622324
-0.3515604,-0.20916551,0.02459986,-0.16788104
-0.76109,-0.59105104,-0.024410835,0.23324242
-0.042658567,0.1805931,0.035941873,-0.23372053
-0.5941531,-0.5248447,-0.00065549655,0.0677432
-0.007919581,-0.039659157,0.02385946,0.10458888
-0.4793694,-0.37407726,0.017239789,0.07188817
-0.9327266,-0.17767017,-0.0243664,-0.24921438
-0.55352855,-0.1811433,0.007723965,-0.17254418
0.044567678,0.01607328,-0.05516341,-0.08588736
-0.6875921,-0.18200058,0.0014479393,-0.15362538
-0.5354093,-0.15952636,-0.0101916,-0.2237315
-0.118303776,-0.33948344,-0.041120943,-0.009630662
0.016779615,-0.19212863,-0.052797377,0.06989139
-0.5692497,-0.525092,-0.009377743,0.07320141
-0.015358327,0.0315977,-0.055778638,-0.17252931
-0.075901255,-0.40260908,-0.042711504,0.087917365
-1.5050629,-0.5182692,-0.0036902248,-0.07731113
-1.292122,-0.7152408,-0.0063082166,0.2561841
-0.35029382,-0.37877518,0.018663948,0.071018845
-0.61124426,-0.5248453,-0.003803562,0.06775698
-0.9479176,-0.5227782,-0.002642478,0.022156646
-0.63092756,0.005639342,0.00029966704,-0.38576427
-0.33080077,-0.5629724,0.008790273,0.22720425
-0.40537426,-0.5648462,0.024102928,0.26859722
-0.15564542,-0.39923993,-0.011468898,0.0135138435
-0.3557437,-0.40463078,0.021242239,0.1324598
-0.10714933,-0.5663287,-0.035636004,0.30146626
-0.19319531,-0.3681795,-0.01106892,-0.058227155
-0.32786477,-0.37736684,0.026195534,0.039953038
-0.4530024,-0.15957029,0.0115067605,-0.22277649
-0.5646789,-0.18131447,0.006724389,-0.1687664
-0.95821935,-0.3706421,-0.039327186,-0.0039032989
-0.70241493,-0.37713668,-0.0019079094,0.13936943
0.010565123,-0.007688034,-0.010277606,0.012732772
-0.77573884,0.0065754,-0.00042083577,-0.40641317
-0.02254039,-0.033379868,0.04989092,-0.03400003
-0.7147345,-0.34665415,-0.011796294,-0.10739737
-1.107206,-0.5216318,-0.011577129,-0.0031326276
-0.9624026,-0.34249368,-0.0140802115,-0.19918582
-1.5957223,-0.51719165,-0.0058638253,-0.10108163
-0.046011586,0.18166113,0.040134348,-0.2573454
-0.4616212,-0.2163423,-0.0033037504,-0.009504658
-0.50771254,-0.35519773,-0.0061924816,0.081079215
-1.0877092,-0.55744195,-0.03802211,0.10528043
-0.6540457,-0.18195829,0.002343043,-0.1545588
-0.5738691,-0.18886381,0.013056713,-0.10673947
-1.4804232,-0.51847845,-0.006594308,-0.07269548
-0.52062094,-0.7206255,-0.011329885,0.37500215
-0.025039962,-0.38445586,-0.047238097,0.1965611
-0.73338735,-0.39707276,-0.027675476,-0.034308027
-0.8884808,-0.17978874,-0.01252356,-0.20242922
-0.48635447,-0.33095396,-0.006890719,-0.19778119
-0.45214686,-0.38179663,0.005127891,0.13766094
-0.7806654,-0.37683278,-0.0045380816,0.13266714
-0.78704894,-0.18826379,-0.007304147,-0.11996795
0.01477394,-0.01640911,-0.025699211,0.10064781
-0.91638696,-0.5385618,-0.013023688,0.11439447
-1.4389222,-0.51883096,-0.0012822313,-0.06491806
-0.36598578,-0.5452804,0.022507627,0.26264724
-1.5568697,-0.7127328,-0.011863766,0.20086774
-0.81053334,-0.18142809,-0.0032088095,-0.16625398
-0.15588851,-0.3691774,-0.019169336,-0.03621694
-0.59200835,-0.20954002,-0.0147764785,-0.15957527
-0.18440232,-0.37468618,-0.0060541546,-0.019194247
-0.026686369,-0.4071408,-0.042335507,0.18798792
-0.36625892,-0.33131683,0.0050553237,-0.18977869
-0.74713945,-0.37702537,-0.0031907717,0.13691483
-1.6306506,-0.7120583,-0.0061988374,0.18597509
-1.532253,-0.71307987,-0.014262144,0.20853324
-1.5465146,-0.51775694,-0.01009148,-0.08861431
-0.21522523,-0.39879784,0.0069138138,0.0037605246
-0.85551023,-0.18710864,-0.003987191,-0.14544883
-0.017980041,0.03323517,-0.05718825,-0.20871703
-0.8388326,-0.3446426,-0.007112106,-0.15176812
-0.0093524605,-0.16594993,-0.059293546,0.17424804
0.018109242,0.010751738,-0.017391147,0.03163503
-0.91064423,-0.17889023,-0.01755087,-0.22226584
-0.4427272,-0.15921484,0.014785781,-0.23063049
-1.1736655,-0.5211084,-0.0069516287,-0.0146786915
-0.4564522,-0.021009473,0.009120911,-0.30686128
-0.20524436,-0.33474457,-0.024094136,-0.11419022
0.028978432,0.02395901,-0.058672484,-0.26013017
-0.9301902,-0.39261103,-0.0060282,-0.13272187
-0.5345664,-0.40683892,-0.020014161,0.18118751
0.029457612,-0.17027842,-0.06387509,0.013484818
0.016734313,0.0022650028,-0.048656285,-0.20705467
-0.4240727,-0.5656083,0.02914713,0.28544784
-0.3768914,-0.35048681,0.02776057,-0.022852404
-0.52013034,-0.18041368,0.011889449,-0.18864986
-0.55715144,-0.37637493,0.004273081,0.12256537
-0.87827533,-0.18679717,-0.004103262,-0.15232
-0.37288526,-0.5265107,0.0012597499,0.10449469
