l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.15073042,0.25516883,0.1786446,0.11615862,0.14016291,0.08974089,0.12038362,0.2056295,0.1433545,0.09325296,0.11270961,0.071674004,0.24911788,0.41905093,0.29430553,0.19132468,0.23058164,0.14828749
1.7156818,0.38795787,0.7272887,0.06669034,0.39625004,0.3180704,0.5811723,0.1317047,0.2437169,0.020707421,0.13463955,0.10819377,1.4020613,0.3170363,0.59389806,0.053987667,0.32392716,0.2600437
0.801482,0.5423227,2.6528866,0.7230983,3.154265,0.0077281,0.22215882,0.17958432,0.5398716,0.18235242,0.5497763,0.5270691,0.32249555,0.43693787,2.004956,0.51532364,2.4561553,0.87335306
85.46996,1.0064716,107.81682,48.019424,82.06609,316.76935,4.7013636,0.54822373,6.131604,2.3071842,4.6741257,19.942425,75.69145,0.54350185,95.684906,42.25636,72.66125,281.03906
3.4354253,2.3441179,2.6255348,0.5844923,12.370212,16.575695,2.1662111,1.6965215,1.464374,1.9777977,5.2307987,18.555601,4.866583,3.598486,3.3865347,3.2945237,13.576176,36.077316
0.13793772,0.38087738,0.7773682,0.38926595,2.9956372,14.471583,0.23820183,0.3854308,0.72184634,0.22169514,2.3053014,12.771234,1.3153636,0.7692777,1.3936065,2.105391,3.847746,28.082127
2.7000976,1.6251144,0.75488865,1.1257898,1.6222835,7.7549086,1.1638262,0.1109066,0.6442715,0.2321675,1.0533409,12.249947,2.3859286,0.58508754,1.151404,0.11759764,0.37314987,22.96624
40.32417,24.65808,26.631344,11.603067,16.423563,94.06133,4.236532,2.9680467,2.7145882,1.517817,0.658453,8.7416525,36.295147,22.810465,24.383038,10.63261,15.210417,85.01122
1.3792906,7.439146,9.863671,7.5349054,0.63625026,32.739365,1.5676965,7.7537766,10.003588,7.9423513,0.3934083,32.717823,1.4088241,7.817601,9.842871,7.922872,0.4371121,38.752647
0.8079954,0.16279873,0.08076826,0.865144,0.89615554,16.806154,1.900065,0.09744769,1.265311,1.9793336,2.6904368,12.732997,4.106562,0.13395238,1.9541444,3.902365,5.304673,26.778454
1.6855801,1.7997556,0.20370257,2.99332,7.623625,23.960743,0.24068692,0.38868186,0.1025946,0.26283908,0.8036286,0.8771124,0.5673716,0.46801102,0.019611716,1.2186642,2.8995636,13.289206
1.3879566,2.9962063,1.6203687,2.5217223,1.1338017,1.305615,0.2916871,0.015444223,0.08252469,0.06921563,0.6480353,0.6169655,1.1337941,2.6445212,1.2578518,2.1099133,0.83671826,1.1943676
75.59975,95.095856,84.73901,433.98276,580.8911,22.484291,59.32707,79.393,71.3594,356.49283,479.6584,15.086099,104.95332,140.83533,126.73462,632.6846,852.21204,21.996922
2.0056236,0.7926484,0.28728908,0.47457337,0.28312466,18.8983,7.6692133,8.857597,6.3468685,12.612101,5.3990397,53.240128,11.807785,13.12265,9.380823,18.554028,8.001363,86.83009
3.1619513,1.3944409,1.4937913,3.960103,8.561495,23.133282,3.1719723,2.1359525,1.1753917,2.6438599,8.191768,19.092327,4.372596,3.9520535,1.2166772,2.1621904,12.150984,28.625969
0.39304924,0.8017255,0.25915724,0.77133906,0.45696187,0.3167168,0.12274943,0.22275856,0.07139279,0.27527162,0.1017952,0.08575815,0.34673846,0.6430994,0.20760798,0.71784073,0.34543946,0.250791
3.7499719,0.07467727,2.2265759,0.4974441,8.618893,5.6552343,2.1743822,1.0480213,0.365629,0.894732,2.3345854,2.6366081,4.06122,0.82240176,1.0181524,0.44819307,7.1683817,1.2824454
0.6823373,0.1351243,1.0111432,1.6103469,0.55935013,7.420644,0.107363895,0.055657297,0.16589123,0.09068706,1.0429916,2.0544717,0.29080206,0.03767483,0.41934058,0.9999192,0.7465495,6.150677
2.0474849,0.6873461,0.645025,0.3738953,1.3786594,7.726335,1.9485531,0.6511855,0.5565724,0.3263443,1.5053649,6.0980234,2.8972385,0.39041114,1.6523464,0.4421838,1.9344144,15.388888
21.61572,17.356394,10.724601,10.42164,69.61225,23.09346,18.5475,14.843969,9.173724,9.038351,58.69602,18.979921,18.83424,15.520167,10.606482,9.109372,64.89756,18.495977
2.9674318,1.4260283,3.612515,0.6283934,1.2821196,1.121592,2.4374876,1.1091124,2.9975936,0.9514539,1.0030094,0.4374714,3.5571108,2.726511,4.435953,0.6044848,2.155213,0.5446484
0.11640049,0.0838864,0.0858371,0.09793944,0.04708123,0.07555868,0.12217136,0.087948956,0.09006478,0.10287016,0.049031354,0.07901913,0.039700523,0.02858486,0.029269712,0.033402503,0.016026054,0.025793107
1.6302552,4.131766,5.152218,4.2769604,3.9271293,2.727562,1.4793099,3.6494908,4.6869273,4.0873513,3.7086632,1.7530632,2.3479183,5.7961917,7.3880925,6.576404,5.5134444,7.471113
0.59954226,1.2742972,0.60786223,3.6954405,0.81734765,18.366922,0.60576385,1.1111805,0.46524972,3.2439563,0.7293551,15.273698,0.97468007,2.1747944,0.9145793,6.1696873,1.3587536,31.307241
5.573333,3.3144076,0.24291003,1.154721,2.9021678,1.4145617,0.62084955,0.4306851,0.31190372,0.102630645,0.7185729,1.3625982,4.813821,3.0633433,0.6475873,0.81499314,3.0903141,1.2697692
0.024674878,0.44384766,0.008209199,0.41483617,0.4153656,0.41485867,0.010714032,0.13706547,0.0018221475,0.12855461,0.12841375,0.12831318,0.022367321,0.367535,0.006426871,0.3437183,0.34399974,0.3436072
0.47536007,0.29562622,0.4462831,0.36253455,0.115510345,4.661806,0.3708339,0.2164124,0.3517335,0.25934118,0.00171417,3.9143462,0.6777681,0.43971258,0.73975015,0.54749656,0.09741366,8.382057
2.6231725,8.271022,2.7709455,3.1041791,12.979177,13.846142,3.0837693,8.601631,3.089289,2.68933,13.394151,17.560661,5.4866133,15.280347,5.343729,5.0696583,23.786407,28.21135
0.001779899,0.24451408,0.19665417,0.16256657,0.21519202,0.11322756,0.0016720854,0.11713313,0.09397659,0.0772174,0.10267273,0.052115545,0.0014208369,0.16463555,0.13240337,0.109487064,0.14483637,0.07589874
0.60511816,0.20332682,0.677001,0.30703467,0.31263787,0.30620986,0.45116597,0.17367369,0.5459384,0.2532667,0.26664075,0.23581052,0.9916396,0.35430124,1.142704,0.52459574,0.5403738,0.50148964
0.6416071,0.35036308,0.49919394,0.3765302,1.7698306,2.384297,0.53587013,0.24320562,0.39977068,0.34080753,1.4441288,1.9086907,0.98852754,0.5468982,0.82639045,0.5876039,2.7612734,4.4746237
35.99773,17.8063,42.26885,18.486628,37.153458,56.99122,18.650848,8.540371,22.791042,8.98408,20.088947,22.020226,23.964485,10.282038,30.637383,10.990906,22.015434,18.55788
1.6740196,0.20396039,0.5280843,1.7262731,2.8024678,14.1969,0.61607367,0.29562843,1.5393565,0.3203551,2.2411005,13.075827,2.2776117,0.80716276,1.8427165,2.6656272,1.4598066,30.462324
0.14000744,0.13654691,0.46646446,0.23781203,0.028181024,0.18397963,0.05605442,0.053726986,0.18211272,0.092993915,0.011655483,0.07225722,0.11056925,0.10758912,0.36714125,0.1871956,0.02236434,0.1449306
0.095578186,0.006944509,0.049964495,0.030628791,0.0011214763,0.12296341,0.1440089,0.010434007,0.07508317,0.045993596,0.0016661286,0.18489406,0.003261319,0.00023695757,0.0017048833,0.0010443516,3.8387603e-05,0.004194551
1.89849,0.07742776,1.6760225,3.6388278,2.2718604,17.383463,0.9764911,0.22505194,0.87401724,2.0532544,1.2838733,3.1903079,1.6617358,0.43856382,1.4936913,3.8393059,2.2437983,2.9853554
0.18844692,0.43688822,0.3118986,0.056250565,1.7575281,1.4341868,0.033838294,0.5922864,1.3726784,0.111102894,2.0640879,1.7739356,0.30599344,0.8009648,0.74152243,0.081952676,3.103057,2.5677276
0.463749,0.42544743,0.22043946,0.3076676,9.558702,8.033337,0.45235646,0.07975418,0.20561555,0.06841192,1.012539,14.4598465,5.4157724,2.3974268,2.6293812,6.6308975,10.979652,57.05809
0.92199504,0.75324464,0.17360777,2.7364154,1.8081486,1.8132207,0.6046561,0.65246856,0.22749403,1.9607996,1.4218913,0.9697716,1.2954177,1.574048,0.19757682,3.7530746,2.8796322,2.055788
1.8318043,1.785995,1.8123766,1.0072713,4.5173535,21.74104,1.697099,1.5139337,1.619629,0.6921495,4.2525654,17.910707,2.8578684,2.6064672,2.7259803,1.4351902,7.758269,36.737717
0.021803223,0.040423863,0.0141565725,0.20564045,0.76952225,17.40852,0.2594318,0.65263593,0.44364372,0.48947442,4.1213684,11.575741,0.3884468,1.130395,0.6996883,0.8914466,7.151622,25.322758
0.20761263,1.0025829,0.8265469,2.866613,2.0514975,3.4263215,0.18818457,0.6162923,0.61722034,1.5930873,1.3030841,3.0946145,0.11596817,1.546071,1.3609205,4.245011,2.9288871,6.008003
13.1495,7.8497653,7.698951,7.769492,14.42666,32.58699,4.0785975,3.0249448,2.3093483,2.076725,8.182041,12.002499,1.752516,2.7442803,0.7775799,0.09365618,12.8700285,10.7395115
1.4898522,0.40738344,0.57800627,2.7658334,11.159617,1.9270782,1.3527602,0.28940427,0.44369668,2.3168764,9.101708,1.7513216,0.4905128,0.30602568,0.11811602,2.3134184,9.363248,6.6197505
365.11725,442.614,75.07729,292.0715,231.82355,88.4946,8.337894,8.21032,1.5736238,7.857371,6.1054406,0.8031614,349.44806,421.70975,72.15305,281.08267,222.55951,82.671074
0.1619579,0.28402564,0.27025512,0.46261865,0.25641155,0.20752066,0.051377784,0.08808619,0.0849467,0.14570665,0.08070406,0.064498946,0.13558954,0.2371602,0.2259289,0.3869088,0.21438667,0.1733701
0.5073464,0.18633738,0.33771402,0.1049116,0.17430669,0.5030824,0.39485806,0.15055561,0.26519895,0.08791409,0.14084566,0.38907325,0.8450792,0.3041806,0.5613286,0.1677259,0.28513566,0.8440701
17.766619,13.566967,3.5827103,18.238232,2.4530048,59.48939,32.6964,23.751,6.4945965,32.610466,4.8731117,103.58392,35.515854,26.777523,7.1792555,36.2814,5.023938,117.3893
0.47452784,3.131175,3.1353953,3.144028,5.3713694,11.325244,0.16442561,1.5451051,2.003688,1.5681573,2.9513006,5.4928865,0.6655574,4.509039,4.8482037,4.534579,7.800824,15.968058
0.050138373,0.063131906,0.07038171,0.12837602,0.051708788,0.07933557,0.043252345,0.05414986,0.060715288,0.11094037,0.044298217,0.06837979,0.022003863,0.027732063,0.03088298,0.0563201,0.022706943,0.034809515
1.6914583,1.0272758,2.219875,1.4876627,0.68173766,3.498251,0.7901642,0.0428254,1.3294013,0.33416992,1.243795,7.4398227,0.11577296,1.49547,1.4367387,1.1822588,5.860376,25.202877
0.7698806,0.31977773,0.40657336,1.4138428,3.5074983,4.547483,0.13353074,0.23427872,0.13298011,0.36507618,0.42241314,1.7471044,0.58885497,0.4011831,0.36546242,1.1694283,2.481104,4.192589
7.0747466,5.1020327,3.4126954,2.9627512,21.980906,29.827272,2.3395967,1.5303581,1.8558205,0.7245546,7.7638917,14.851029,0.77728975,0.8918765,4.308305,0.6379964,1.7930369,37.634308
0.3500076,0.5205241,0.78537273,0.69822675,0.7509541,0.19437748,0.10293215,0.16910887,0.3049333,0.20575532,0.20247006,0.02610451,0.2437025,0.04416041,0.87767667,0.42857224,0.5227976,0.72400093
23.916977,5.51025,12.627312,24.71136,100.05358,138.85338,22.187622,4.8604965,13.115416,22.985426,89.30334,156.69093,67.58247,14.077255,38.273827,70.26329,267.2987,458.61987
22.90583,9.506969,1.6740549,6.885277,27.52879,11.768484,1.903002,1.1359391,0.24071404,0.4557613,3.042551,0.31030482,18.711037,7.7441816,1.6453116,5.686963,22.756779,9.667975
9.1641,2.9555824,2.4294505,4.939048,11.582912,23.677193,119.41551,41.7149,33.140495,59.174553,134.71532,131.73611,138.07774,48.187817,38.32068,68.8004,156.85211,163.75879
0.27667934,0.117551036,0.39924732,0.2493677,0.10058177,0.0966146,0.10268103,0.043209847,0.14716947,0.09157327,0.036773354,0.035457335,0.22242388,0.09444468,0.32081127,0.20025201,0.08074237,0.07759961
0.19994763,0.16863592,0.14960216,0.13763824,0.7825512,13.776641,0.067457855,0.1336295,0.175657,0.54553485,0.1422022,10.093427,0.21331179,0.31698307,0.3998917,1.117337,0.3850146,21.406216
0.62503934,0.38315594,0.0066611916,0.40845114,0.086992785,0.31705183,0.48213407,0.30146047,0.0075188875,0.31503966,0.07480696,0.2397421,1.0329361,0.6285117,0.009127349,0.674536,0.13758312,0.53026706
8.81905,29.083122,5.8099995,50.0587,18.619528,91.007645,16.856033,54.81794,9.03668,96.7838,34.925632,175.65285,17.215801,56.42872,10.844604,97.699234,36.16802,177.51309
1.0348582,0.23658748,1.2543288,0.14291464,0.12545386,0.3525582,0.28718725,0.0854643,0.40017244,0.06743291,0.023971878,0.060888756,0.6638453,0.29755515,1.0008583,0.29334056,0.16775152,0.23352607
4.3360515,7.2824965,5.2697034,3.164118,0.29868233,11.034746,1.626576,2.4720905,1.852258,0.8315325,0.22908674,2.9450386,7.2876205,12.249621,8.855071,5.327173,0.5076724,18.503176
1.3665793,0.8425118,0.60088724,1.2089698,1.9045628,0.706472,0.20579527,0.22392946,0.21056324,0.18527603,0.34117538,0.24628705,1.1222193,0.5902467,0.57988185,1.0384071,1.7151738,0.29263163
0.22288963,0.37555185,0.1034048,0.40880048,0.37987578,13.155027,0.06698516,0.17550291,0.16275449,0.13681796,0.059926577,9.621222,0.06336594,0.36181307,0.28096962,0.2660953,0.123741046,20.309904
0.18103892,0.3556472,1.4778035,0.6666266,2.275994,19.949625,2.2227366,1.5525585,1.8038666,0.41441312,6.880245,14.210642,3.0832343,2.2575467,1.3190863,1.1989928,8.530673,30.967083
0.2821304,0.435005,0.62440896,0.29289165,0.3502103,0.034143455,0.22734275,0.34982562,0.48781377,0.23040456,0.27816707,0.035162136,0.4625292,0.7170571,1.0427024,0.4863603,0.5802146,0.04719442
0.4533071,0.10978566,0.5149287,1.0946219,6.1015534,0.33705223,0.40828097,0.17095459,0.12186898,0.69659126,1.5641088,0.19717492,0.017846406,1.4291683,0.27926055,3.6204932,5.7093987,1.1229551
22.839413,19.825628,16.925243,40.933598,68.77719,53.728,28.661453,24.55844,20.446995,47.715576,83.48253,56.06828,47.601402,40.949104,34.149723,79.895096,139.45241,101.17933
1.3780124,2.6745658,6.280701,9.390856,0.80340385,1.4225292,0.5562591,0.034441054,0.6786629,2.1118057,0.29928717,4.1579866,0.87896186,1.6123565,2.7587557,4.40374,0.54487574,0.82562137
20.344149,10.701105,3.896717,8.467905,21.821281,42.62915,24.581537,12.689371,3.2265844,9.384965,22.342224,10.171612,25.846695,13.271509,2.7138963,9.578878,21.946722,6.9220924
0.5782713,0.65285975,1.2741599,0.76302826,1.3883983,0.23769578,0.33896667,0.40860552,0.8478714,0.48896366,0.9211941,0.1399334,0.3170514,0.37009677,0.74502444,0.4373211,0.8107586,0.13269126
0.6810707,1.7148895,0.46822104,0.17519104,0.020261616,0.5197788,0.68248296,2.2137024,0.49511528,0.18614954,0.3579874,0.026985914,1.1646183,3.0195637,0.80498916,0.25642508,0.065939724,0.8534912
7.535905,1.2528586,4.0374784,0.33321333,19.027433,6.406706,15.106385,2.4213963,7.5365324,1.6176933,33.790733,10.675431,4.3071513,0.6148523,1.8999674,1.1076524,8.251877,11.169206
20.09122,14.763704,20.040333,14.400738,43.645058,30.195038,33.393997,24.188244,32.871155,23.681591,71.2116,46.63794,96.45238,69.64575,94.63372,68.27497,204.64536,132.14093
0.44378924,0.29477262,0.5545256,0.55282784,0.740771,0.33412874,0.14044607,0.09078935,0.17241055,0.17107397,0.22980046,0.103091314,0.3728167,0.24577543,0.4622553,0.46090174,0.61840755,0.27870846
