no-op,no-op,no-op,no-op,no-op,no-op,no-op,no-op,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire left,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire main,fire right,fire right,fire right,fire right,fire right,fire right,fire right,fire right
x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit,x,y,vel x,vel y,angle,angular vel,left leg hit,righ leg hit
0.039722722,0.23655252,0.0059548016,0.4569392,0.0382996,0.057731405,0.013614722,0.0143361185,0.21201192,0.1295694,0.3728637,0.21026088,0.7365197,0.5442019,0.13128108,0.15965164,0.086259365,0.32949463,0.05891843,0.6350127,0.03238415,0.14939469,0.03522383,0.002905261,0.19940715,0.19801682,0.2725043,0.40853348,0.47205573,0.45364043,0.108734146,0.09384715
0.03040359,0.056137774,0.027859027,0.065581515,0.047113758,0.05821015,0.0105192745,0.013536024,0.07266431,0.009496203,0.10734382,0.052202884,0.1845726,0.1657376,0.04249682,0.028541075,0.051678233,0.0924437,0.048267994,0.10897024,0.081111215,0.098791994,0.018362824,0.023032228,0.088561274,0.06792933,0.10849805,0.12221771,0.1846513,0.18713029,0.04249682,0.03696174
0.050838787,0.2206949,0.13385187,0.33556747,0.2423237,0.14607626,0.034738526,0.013929513,0.22955498,0.33080626,0.53919804,0.46469745,0.8944269,0.6922129,0.13789825,0.06122034,0.043506775,0.2847287,0.11858449,0.4276964,0.23184377,0.117443375,0.03284322,0.013640955,0.099133015,0.034495875,0.21796672,0.07502525,0.33378366,0.30802324,0.054301493,0.024645532
0.06949673,0.20214845,0.019103894,0.39905694,0.045434874,0.045356173,0.00032790756,0.034325365,0.22978778,0.116895765,0.39190203,0.12221115,0.83372796,0.6061011,0.12857911,0.15656602,0.1308384,0.2816234,0.025065254,0.5616401,0.033928595,0.13913447,0.016165843,0.032239873,0.24780793,0.16523425,0.25531867,0.39981604,0.53163487,0.48210117,0.09090417,0.06736533
0.05877415,0.22045226,0.011909603,0.3990963,0.046418596,0.024684882,0.012709697,0.06324025,0.24308443,0.10626829,0.39642712,0.16039926,0.8962763,0.63787204,0.11405937,0.21037894,0.116180934,0.31056783,0.03603376,0.5556098,0.04001784,0.111809924,0.005217009,0.067994915,0.24371402,0.19576739,0.26687083,0.37219474,0.5736546,0.4782794,0.064610906,0.07013287
0.005194056,0.101139806,0.08894165,0.14601068,0.11373146,0.012289976,0.060990807,0.008000945,0.038122535,0.18913709,0.2471833,0.26293594,0.3277108,0.09455542,0.1236605,0.035066433,0.012171929,0.12911688,0.10755368,0.18436275,0.14029197,0.012119464,0.079589725,0.00745006,0.031046288,0.019766267,0.06883436,0.024317624,0.09216826,0.046431713,0.015949424,0.015057515
0.0033315409,0.23021734,0.03040359,0.4375074,0.035702575,0.0044595427,0.0032790757,0.06466337,0.2197243,0.13284191,0.4833095,0.22009155,0.8258549,0.7077557,0.0741858,0.15566428,0.03331541,0.30088797,0.04359859,0.57328737,0.0950145,0.13048097,0.017365985,0.064322345,0.16488504,0.17152844,0.3370693,0.35164806,0.59441113,0.55125195,0.06139741,0.042529613
0.059587363,0.22005221,0.03686993,0.40804818,0.043860916,0.0059941504,0.008394433,0.09500138,0.24044806,0.104877956,0.4730001,0.18790415,0.8882622,0.69532144,0.100785665,0.30776092,0.11704988,0.3101481,0.008997784,0.5652864,0.042759147,0.09157802,0.0005508847,0.10237274,0.24287458,0.19625923,0.29032937,0.36371508,0.57111007,0.49590117,0.060505502,0.09997246
0.06521918,0.19279163,0.02483244,0.38677353,0.04919597,0.040053908,0.0016624914,0.032366116,0.17775868,0.08880721,0.41072717,0.15966475,0.77763605,0.5785503,0.15775633,0.16652457,0.11861728,0.27107462,0.018789103,0.5392899,0.021976365,0.12818563,0.016231425,0.028252516,0.20641783,0.17364018,0.26159808,0.3590227,0.4880281,0.45656866,0.10857348,0.076641835
0.018074265,0.27835417,0.066473424,0.44348842,0.1299301,0.028121352,0.009155179,0.0022822367,0.25728938,0.30398342,0.5806325,0.40560853,0.9610577,0.76515263,0.15613647,0.076914,0.00011804672,0.37228003,0.03046917,0.5889745,0.08457392,0.04097533,0.0019674455,0.0028068887,0.16157973,0.12738553,0.33559373,0.2542202,0.5274983,0.51251954,0.09997246,0.050746974
0.0024396323,0.023032228,0.024317624,0.0324235,0.03887672,0.011699742,0.02376674,0.014532863,0.044228174,0.01490012,0.08814155,0.007686153,0.15325087,0.085124806,0.054747447,0.0095749,0.014742724,0.046694037,0.014165606,0.07203473,0.016159285,0.013955746,0.027072048,0.028016422,0.03390564,0.025314463,0.036489554,0.0480319,0.069923006,0.055324566,0.010597972,0.014191839
0.0050497763,0.09935599,0.092850305,0.14315133,0.12528692,0.0156084,0.06207946,0.0078042,0.06455844,0.17596832,0.2851222,0.23446703,0.39443344,0.14084285,0.13137288,0.042942774,0.02749177,0.12916934,0.08819402,0.19023885,0.11967315,0.00876169,0.07644181,0.001731352,0.05739694,0.010335647,0.10364502,0.0009443738,0.14467281,0.08861374,0.021930458,0.023465065
0.0024133998,0.023005994,0.024238927,0.032397266,0.03877179,0.011647277,0.02376674,0.014559096,0.043755986,0.015214911,0.08651513,0.00684671,0.15078501,0.08305243,0.054642517,0.009443738,0.014375468,0.046536643,0.0151099805,0.07271678,0.01762831,0.012696581,0.027124513,0.028121352,0.033472802,0.025025906,0.035099227,0.04881888,0.06769324,0.053396467,0.010506159,0.014349235
0.028436143,0.23601475,0.0049317298,0.4199578,0.050051812,0.02185176,0.023137158,0.066814445,0.22329193,0.16883305,0.37790692,0.30414084,0.73771334,0.6738107,0.07754358,0.1360423,0.01720859,0.29191643,0.028855866,0.5114833,0.0020986083,0.03252843,0.03693551,0.07502525,0.10542884,0.13231726,0.22279352,0.22596766,0.39217743,0.38173687,0.06907045,0.014873887
0.014965701,0.09998558,0.08347215,0.15128343,0.120001055,0.009837227,0.056675542,0.01042746,0.01741353,0.18656465,0.23596555,0.2739602,0.3427667,0.09029918,0.11484962,0.04058676,0.024606183,0.12853977,0.10136279,0.19238992,0.14894873,0.0089715505,0.07460553,0.010597972,0.027754096,0.01621175,0.06449286,0.02139269,0.0920371,0.045920175,0.013063838,0.015673982
0.0025445628,0.08798416,0.06891305,0.19802994,0.107894704,0.07143138,0.016631471,0.024842277,0.034207318,0.12948413,0.1848874,0.33336395,0.27481276,0.19926287,0.051206045,0.0300101,0.0064794533,0.099198595,0.070395194,0.21786179,0.11361341,0.0731365,0.018808778,0.02848861,0.026232606,0.007187734,0.050943717,0.012801511,0.068467095,0.056872286,0.015739564,0.0064007556
0.009679832,0.10041841,0.08575439,0.14654845,0.11476765,0.008040293,0.06091211,0.006217127,0.052150417,0.17898506,0.26620847,0.24380583,0.3662334,0.12043389,0.12819874,0.038745556,0.020933619,0.12764786,0.09821487,0.18530712,0.13462573,0.0017838172,0.0781207,0.003934891,0.042627983,0.014414816,0.08129484,0.012880209,0.1110295,0.06399444,0.01823166,0.018572684
0.033026848,0.060361225,0.03079708,0.0720085,0.049632087,0.060466155,0.009758529,0.013037604,0.07339883,0.008289503,0.10834066,0.054196563,0.18530712,0.16657704,0.042234495,0.028331213,0.055927914,0.09936911,0.053094793,0.11951575,0.08515104,0.10246456,0.017051194,0.022192784,0.0925224,0.074343204,0.113010064,0.1320287,0.18841569,0.1906061,0.041316353,0.036305927
0.04430687,0.19619365,0.07030338,0.37528366,0.057265777,0.016998729,0.00020986084,0.06851956,0.13494052,0.14648287,0.41704595,0.26578876,0.66935116,0.56861794,0.052412745,0.14029197,0.0757073,0.24774072,0.04260175,0.46909145,0.0044070776,0.045749664,0.0060859644,0.07581223,0.13024488,0.10207107,0.19800371,0.20046957,0.37119135,0.34669012,0.033551503,0.021117248
0.000996839,0.022402644,0.018389056,0.032161172,0.029118191,0.0061384295,0.02114348,0.014768956,0.031374197,0.013195001,0.06636849,0.0060334993,0.11773193,0.064191185,0.04572343,0.010152018,0.012381789,0.046903897,0.018415289,0.07266431,0.023032228,0.009548668,0.028541075,0.027963957,0.025996512,0.02624572,0.022861715,0.049291063,0.047703993,0.041972168,0.005154707,0.013877048
0.0024396323,0.023005994,0.024265159,0.032344803,0.03877179,0.011647277,0.023792973,0.014559096,0.043729752,0.015162446,0.08654136,0.00684671,0.15073255,0.082973726,0.05466875,0.009443738,0.014375468,0.046484176,0.015162446,0.07255939,0.017575845,0.012591651,0.027176978,0.028121352,0.03345969,0.025025906,0.03508611,0.048805762,0.067706354,0.053409584,0.010493042,0.014323003
0.005207172,0.08558387,0.07720256,0.12384413,0.102097295,0.011935836,0.054576933,0.005810522,0.049369764,0.16466206,0.24952453,0.22229509,0.34566703,0.11547593,0.11927965,0.035859972,0.013850816,0.11222308,0.09223384,0.16169778,0.12439501,0.00886662,0.07250692,0.0044070776,0.036581367,0.016697053,0.07624507,0.016683936,0.10663554,0.056806706,0.017077425,0.016762635
0.058761034,0.22047193,0.01188337,0.3990766,0.04647106,0.024711113,0.012709697,0.06324681,0.24307296,0.106255166,0.39635825,0.16034187,0.89632714,0.63772446,0.114115104,0.21034123,0.11615798,0.3106465,0.036069833,0.5556328,0.039965373,0.11181648,0.0052202884,0.067981794,0.24368778,0.19583951,0.2668512,0.3722013,0.57364154,0.4782073,0.064610906,0.07014599
0.039611235,0.23850684,0.004590706,0.45917553,0.040988445,0.05573117,0.0151099805,0.014480398,0.21830773,0.13416666,0.37985468,0.20614235,0.75031805,0.5562427,0.12790363,0.16093047,0.08634462,0.3318818,0.05735759,0.6381475,0.029354285,0.14721738,0.03704044,0.0030429822,0.20327646,0.19754463,0.27520627,0.41397673,0.47745964,0.45882136,0.10841936,0.09450296
0.048871342,0.21198568,0.06172532,0.4080744,0.045670964,0.010729135,0.006112197,0.07754358,0.1669443,0.146273,0.44863,0.2619588,0.75046235,0.6593303,0.044700358,0.16689183,0.07785837,0.26295564,0.03767002,0.5003607,0.008709225,0.044857755,0.012224394,0.08625281,0.14786008,0.12263743,0.20957229,0.24039559,0.40377226,0.38315344,0.0330662,0.022664972
0.0052727535,0.08561011,0.077110745,0.12397529,0.10191367,0.011804672,0.05456382,0.0057449406,0.045487337,0.16676067,0.24443541,0.22738422,0.3364594,0.10807833,0.11904356,0.03436471,0.013588489,0.112118155,0.092496164,0.16138299,0.1248672,0.009286342,0.07255939,0.0044070776,0.034495875,0.01781194,0.073516876,0.019359663,0.10173004,0.052832466,0.016946264,0.01600189
0.013627838,0.094096355,0.079655305,0.14147244,0.115921885,0.011332486,0.054681864,0.009902809,0.01990399,0.17386314,0.22707598,0.25314465,0.3324819,0.0924437,0.11003593,0.03919807,0.022769902,0.12030273,0.095958866,0.17864405,0.14307263,0.010860299,0.071719944,0.009810994,0.027727863,0.016972495,0.065161794,0.022546925,0.09303393,0.04603822,0.013483559,0.015831377
0.0047087525,0.10138902,0.09004342,0.14611562,0.1154497,0.013181884,0.061318714,0.008223922,0.04253617,0.19136685,0.25770912,0.26410332,0.3433061,0.10287772,0.12671004,0.037053555,0.013483559,0.1284873,0.1043533,0.18399549,0.13567503,0.009548668,0.078697816,0.0068729427,0.03256778,0.02054013,0.07253315,0.024737347,0.097611524,0.04934353,0.017038077,0.015765795
2.6232605e-05,0.024527486,0.021038549,0.035518948,0.032502197,0.0071615013,0.022245249,0.015214911,0.038378302,0.018703848,0.081032515,0.015162446,0.1393476,0.074972786,0.051494602,0.011043927,0.012644116,0.04380845,0.01621175,0.066525884,0.02114348,0.009548668,0.028173817,0.027124513,0.029328052,0.022127202,0.03111187,0.04174919,0.059128292,0.04728427,0.008132108,0.012985139
0.067607984,0.20292889,0.020317152,0.3971354,0.048635248,0.04271324,0.0010165134,0.034535225,0.23955615,0.12115856,0.3983323,0.112491965,0.8501774,0.6200027,0.12512626,0.15751368,0.12874307,0.2825186,0.02373723,0.55948246,0.030338008,0.13617346,0.016936425,0.032479245,0.25165266,0.1635275,0.2578829,0.40358862,0.53804713,0.48761165,0.08955155,0.06771291
0.005194056,0.10116604,0.08894165,0.14599757,0.11374457,0.012250626,0.06101704,0.007987828,0.038155325,0.18916331,0.24716361,0.2629163,0.3277174,0.094483286,0.12370641,0.035059877,0.012171929,0.12916934,0.107501216,0.18436275,0.14034444,0.0120669985,0.079589725,0.0073975944,0.031046288,0.019779384,0.06882124,0.024343858,0.09215514,0.046418596,0.015975656,0.015083748
0.011043927,0.08561011,0.07697958,0.13195,0.11581695,0.021405805,0.054852378,0.008997784,0.051888093,0.15540195,0.2597028,0.22392152,0.38525203,0.15458874,0.12082738,0.046851434,0.03515169,0.11600058,0.072139665,0.18273632,0.11316746,0.0006295825,0.069726266,0.003987356,0.055455726,0.007830433,0.100365944,0.00031479125,0.1440957,0.09083039,0.020671293,0.024147114
0.039762072,0.23653285,0.005895778,0.4569326,0.03826681,0.05771829,0.013601606,0.014342677,0.21194306,0.1294907,0.37288335,0.21028711,0.7364804,0.54418224,0.13129419,0.15974018,0.08630527,0.32944873,0.058826618,0.6350127,0.032410383,0.14936845,0.035204157,0.0028987029,0.19941042,0.19803648,0.27244693,0.40851873,0.47205082,0.45362568,0.10871119,0.093920924
0.0,0.024553718,0.021038549,0.03557141,0.03252843,0.0071352688,0.022245249,0.015188678,0.038378302,0.018651383,0.081032515,0.015214911,0.13932137,0.07494655,0.051520836,0.011043927,0.012644116,0.043860916,0.01621175,0.06657835,0.021091014,0.009443738,0.028173817,0.027072048,0.029328052,0.022140319,0.031098753,0.041762307,0.059154525,0.04728427,0.008132108,0.012958907
0.0033053083,0.23021734,0.030429821,0.43753362,0.03572881,0.004380845,0.0032266104,0.06471584,0.21993417,0.13284191,0.4833095,0.22009155,0.82590735,0.7078606,0.0741858,0.15571675,0.03331541,0.30094045,0.04349366,0.57323486,0.09496203,0.13037604,0.01731352,0.06442728,0.16502932,0.171535,0.33703652,0.3516743,0.5944308,0.55125195,0.061410528,0.042523053
0.03104301,0.10987527,0.12832007,0.24079563,0.15357879,0.05746252,0.049186133,0.032974385,0.012539186,0.19564277,0.30031085,0.45450613,0.3742868,0.16568513,0.10723889,0.045644734,0.045024987,0.13870817,0.1547986,0.30018297,0.18599245,0.06788998,0.063269764,0.0453365,0.02848861,0.0016264215,0.050209206,0.022087853,0.068886824,0.042260725,0.012329324,0.009076482
0.04247059,0.21846513,0.08231791,0.41809526,0.07801577,0.039243978,0.0026757256,0.08591178,0.20576856,0.14207579,0.5242324,0.23897903,0.8844585,0.7795281,0.05870857,0.18672368,0.0901877,0.288034,0.035204157,0.5486287,0.022874832,0.061069503,0.012749046,0.09386026,0.20259441,0.15719889,0.28945056,0.32272664,0.5598432,0.5286264,0.046798967,0.03452211
0.045487337,0.22689892,0.06352225,0.41372755,0.06408625,0.034810666,0.008118991,0.09814929,0.21857007,0.15422149,0.5516979,0.24941961,0.9391011,0.8305505,0.06594877,0.20372242,0.092784725,0.31477815,0.020959852,0.5651815,0.021550085,0.04961897,0.003816844,0.12017156,0.2094739,0.17011188,0.3130894,0.32664838,0.58299994,0.541864,0.036591206,0.02224197
0.016277332,0.26774308,0.06737845,0.42974254,0.13554387,0.034010574,0.011686626,0.0012066999,0.2574468,0.30416706,0.58065873,0.40584463,0.9609003,0.7650739,0.15600531,0.076887764,0.0026626093,0.35704544,0.0317808,0.56923443,0.092640445,0.032521874,0.0014952585,0.004380845,0.16383573,0.11433481,0.3345313,0.23728703,0.5205992,0.50522685,0.096850775,0.052150417
0.014965701,0.09997246,0.08348527,0.15127032,0.119987935,0.009876576,0.056662425,0.010453694,0.0174496,0.1864925,0.23596393,0.27394873,0.34280768,0.09035001,0.11484634,0.04057528,0.024501253,0.1284873,0.10136279,0.19238992,0.14894873,0.009024017,0.074553065,0.010597972,0.027767213,0.016185516,0.06449286,0.021379573,0.09205021,0.04593329,0.013063838,0.015687099
0.0045251246,0.096929476,0.088495694,0.14102648,0.116394065,0.013929513,0.061030157,0.0075549902,0.046457943,0.18226413,0.26009628,0.2507837,0.35631746,0.11099015,0.12788396,0.03688304,0.012958907,0.12224394,0.10267442,0.17665036,0.13787857,0.011122624,0.07833056,0.0060334993,0.034600805,0.019569524,0.07528757,0.022009155,0.10395981,0.05317349,0.017943101,0.016290449
