l_tor,l_tor,l_tor,l_tor,l_tor,l_tor,no_tor,no_tor,no_tor,no_tor,no_tor,no_tor,r_tor,r_tor,r_tor,r_tor,r_tor,r_tor
cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2,cos_joint1,sin_joint1,cos_joint2,sin_joint2,ang_vel_joint1,ang_vel_joint2
0.43640423,0.075737774,0.08749864,0.12626593,0.43509746,0.5248285,0.12082108,0.02335838,0.023249483,0.031852335,0.12158336,0.1445606,0.3675814,0.06397691,0.078351304,0.109931394,0.37847108,0.45578787
0.437711,0.07704454,0.08706305,0.1271371,0.43596864,0.52308613,0.120494395,0.023140585,0.023140585,0.031634543,0.12147447,0.1448873,0.36605683,0.06267015,0.07769792,0.107753456,0.38064903,0.4542633
0.53354025,0.10034847,0.032179028,0.1131983,0.60889685,0.6639987,0.081073724,0.016933464,0.02335838,0.00043558748,0.06691713,0.06463029,0.46776652,0.087934226,0.024556246,0.107753456,0.562289,0.6226179
0.5315801,0.10840684,0.049602527,0.009964064,0.4995644,0.5729609,0.13933355,0.030545574,0.014864423,0.0028857673,0.13486879,0.14902537,0.4507786,0.09207231,0.046771206,0.008221714,0.43683982,0.50304914
0.4825765,0.061798975,0.076173365,0.07856909,0.59626484,0.6703147,0.08875095,0.017477948,0.023086138,0.0050092563,0.07927693,0.088478714,0.4194163,0.053522814,0.06571926,0.070292935,0.5424698,0.6189154
0.5621257,0.022596102,0.01845802,0.054502886,0.80589134,0.8434063,0.017314604,0.00054448436,0.03909398,0.00800392,0.098170534,0.12299902,0.55074596,0.027414788,0.0013067625,0.05099096,0.8596592,0.9217576
0.50958294,0.066590436,0.07094631,0.08444953,0.64548624,0.7517696,0.09147338,0.015844496,0.024665141,0.0029402156,0.08836982,0.09049331,0.48921922,0.06310574,0.05711641,0.08706305,0.6604051,0.78683436
0.4407601,0.07530219,0.0748666,0.12147447,0.4481651,0.5243929,0.12082108,0.022813896,0.020527061,0.029565502,0.124850266,0.14445171,0.36888817,0.06267015,0.06963955,0.104486555,0.3882718,0.45513448
0.43858215,0.076173365,0.08619188,0.12800828,0.43596864,0.5256997,0.1203855,0.023249483,0.023576174,0.03130785,0.121692255,0.1445606,0.3671458,0.062452357,0.075737774,0.109278016,0.38086683,0.45687684
0.534847,0.09751715,0.046989,0.032614615,0.45992595,0.51960146,0.14597626,0.02716977,0.014537733,0.0061526736,0.12572144,0.13835348,0.4472939,0.07791571,0.043722097,0.02716977,0.3958946,0.44555157
0.5165523,0.09882391,0.057007514,0.00038113905,0.49433735,0.55183494,0.1410759,0.02891212,0.017042361,0.005608189,0.13998693,0.15207449,0.43466187,0.08336056,0.05286943,0.0023412828,0.42943484,0.4786562
0.542252,0.102308616,0.048949145,0.0036480452,0.46449962,0.52744204,0.13944244,0.029783295,0.015844496,0.006479364,0.120058805,0.13247305,0.46101493,0.0853207,0.04393989,0.0025590765,0.40787324,0.46319285
0.50980073,0.066590436,0.071381904,0.08444953,0.64526844,0.7515518,0.09147338,0.015790047,0.02477404,0.003103561,0.08831537,0.09038441,0.48932812,0.06310574,0.05711641,0.086954154,0.6602962,0.78705215
0.56011105,0.09054775,0.07334205,0.03065447,0.5204726,0.5877709,0.09359686,0.021180442,0.023576174,0.019764783,0.0695851,0.07159969,0.49041706,0.08118262,0.06528368,0.03522814,0.47103342,0.54072744
0.4237722,0.08924099,0.07225308,0.1271371,0.4407601,0.549657,0.116247416,0.026298596,0.018240226,0.03348579,0.12757269,0.15523249,0.35494936,0.071381904,0.06702603,0.10535773,0.37672874,0.46602416
0.50174236,0.11276271,0.052216053,0.0051726014,0.49085265,0.57840574,0.13573995,0.03098116,0.015844496,0.0023412828,0.13573995,0.15588588,0.41876292,0.0922901,0.050038114,0.0034302515,0.42094088,0.4939018
0.46798432,0.11080257,0.07769792,0.050038114,0.47451812,0.5435588,0.12125667,0.028149841,0.023140585,0.008221714,0.12082108,0.13312642,0.39741915,0.09664597,0.07116411,0.041544158,0.4205053,0.48301208
0.5457367,0.0994773,0.06702603,0.046989,0.5797125,0.660514,0.09081999,0.026135249,0.024120659,0.014809975,0.07247087,0.07650005,0.4793096,0.08575629,0.058967657,0.046771206,0.53266907,0.6184798
0.4690733,0.116247416,0.08227159,0.067679405,0.44555157,0.5370249,0.12811717,0.033703584,0.024120659,0.013557661,0.12648372,0.14869869,0.39437002,0.09838833,0.07421322,0.05722531,0.38674724,0.46733093
0.5372427,0.09969509,0.014755527,0.10121965,0.6369923,0.6703147,0.09022106,0.019383643,0.020799303,0.0020145923,0.080257,0.07715344,0.50903845,0.09610149,0.0010345203,0.102417514,0.6413481,0.68904495
0.4372754,0.07399543,0.07748013,0.11755417,0.4481651,0.52308613,0.12125667,0.022813896,0.020309268,0.030218882,0.12452357,0.1448873,0.368017,0.062887944,0.07072852,0.1027442,0.3884896,0.45360994
0.47952738,0.08140042,0.0504737,0.07443102,0.47299358,0.5727431,0.13181967,0.02335838,0.01290428,0.017477948,0.13279974,0.15697485,0.40025046,0.06397691,0.046989,0.06354132,0.41026896,0.49085265
0.50958294,0.1131983,0.08619188,0.06397691,0.48736796,0.58951324,0.089023195,0.025046282,0.024665141,0.014211042,0.07061962,0.073614284,0.44925407,0.10013068,0.077262335,0.06506588,0.44903627,0.54682565
0.55052817,0.10753566,0.059185453,0.04459327,0.58167267,0.653109,0.09087444,0.026080802,0.024011761,0.014701078,0.07263421,0.07644561,0.48344767,0.09272569,0.05265164,0.045028858,0.5350648,0.611946
0.45012522,0.070292935,0.10513993,0.12125667,0.53397584,0.64439726,0.105684415,0.019002505,0.022051618,0.021071546,0.1098225,0.12887946,0.39044973,0.060492214,0.09207231,0.107753456,0.48932812,0.5975716
0.52265054,0.094903626,0.0504737,0.01954699,0.47626048,0.53332245,0.13356201,0.027823152,0.015844496,0.014102145,0.12408799,0.1338887,0.44337362,0.07878689,0.045464445,0.019329196,0.41854513,0.46798432
0.46079713,0.10579331,0.07922248,0.048295762,0.45992595,0.52308613,0.12593924,0.030872265,0.02303169,0.008875095,0.12975062,0.14510508,0.38631165,0.08989437,0.07312425,0.0400196,0.3985081,0.45382774
0.46994448,0.05613634,0.078351304,0.051127084,0.6006207,0.63285416,0.08662746,0.01568115,0.025863009,0.006207122,0.08167265,0.08836982,0.40765545,0.04807797,0.066590436,0.041979745,0.54617226,0.5810193
0.51611674,0.09838833,0.056571927,0.00081672653,0.49477294,0.5522705,0.1410759,0.028803224,0.017042361,0.005608189,0.14009583,0.15207449,0.43400848,0.08140042,0.0504737,0.0034302515,0.43161276,0.47952738
0.49912882,0.11232713,0.054829575,0.0060437764,0.48693237,0.57753456,0.13791789,0.035010345,0.014102145,0.0024501798,0.1410759,0.16427094,0.41767398,0.09316128,0.05265164,0.002123489,0.4159316,0.49085265
0.43945333,0.07530219,0.075737774,0.11929653,0.44860068,0.52265054,0.12103888,0.022704998,0.020309268,0.029783295,0.12474137,0.1446695,0.3673636,0.061363388,0.069203965,0.102308616,0.39066753,0.45382774
0.42551455,0.08924099,0.069203965,0.12452357,0.44511598,0.55139935,0.11646521,0.024991833,0.019220298,0.031090058,0.12125667,0.1482631,0.35451376,0.07051072,0.06484809,0.10579331,0.38282695,0.47125122
0.41157573,0.062234566,0.12495916,0.11886094,0.46079713,0.5169879,0.1134161,0.018566918,0.03098116,0.029021017,0.11984101,0.13563105,0.3466732,0.053522814,0.109278016,0.102308616,0.40634868,0.45731243
0.5235217,0.09446804,0.068768375,0.005825983,0.5731787,0.60279864,0.09484918,0.025046282,0.025645213,0.0075138845,0.07878689,0.08679081,0.4540455,0.08140042,0.05962104,0.00038113905,0.52243274,0.55292386
0.4472939,0.123216815,0.07225308,0.053522814,0.46123272,0.55880433,0.12256343,0.035663728,0.021180442,0.010181858,0.13018622,0.15457912,0.37520418,0.104050964,0.06702603,0.044375475,0.39981487,0.48388326
0.60149187,0.041326363,0.0027768703,0.0504737,0.8212458,0.8585974,0.0050637047,0.0043014265,0.038113907,0.0049003595,0.05510182,0.07764347,0.58178157,0.037188284,0.016497876,0.045900032,0.85919636,0.9203419
0.5204726,0.115811825,0.044375475,0.037406076,0.45731243,0.55314165,0.14390722,0.03479255,0.011924208,0.008657302,0.13258195,0.15632147,0.43596864,0.094903626,0.04393989,0.028258739,0.39110312,0.4695089
0.4411957,0.07856909,0.07595557,0.11711859,0.45731243,0.53375804,0.11875204,0.020091474,0.022269411,0.030872265,0.121147774,0.13933355,0.37280846,0.06855058,0.068768375,0.10209082,0.40155724,0.4695089
0.44947186,0.074648805,0.0922901,0.1201677,0.5370249,0.6322008,0.10426876,0.019655885,0.019982576,0.020418163,0.111020364,0.12659262,0.38957858,0.064412504,0.07769792,0.108842425,0.4928128,0.5838506
0.43988892,0.07530219,0.076173365,0.11973211,0.44860068,0.52308613,0.12082108,0.022813896,0.020418163,0.029783295,0.124850266,0.1447784,0.3671458,0.061145596,0.06898617,0.10209082,0.39023194,0.4540455
0.542252,0.07203528,0.083142765,0.013013177,0.6348143,0.7284656,0.09501252,0.017532397,0.026788631,0.020472612,0.08346946,0.07987586,0.5121964,0.06855058,0.070837416,0.00800392,0.6412392,0.7537297
0.5415986,0.10840684,0.053087227,0.035010345,0.47996297,0.5635958,0.14891648,0.031852335,0.016388979,0.005608189,0.13508657,0.15588588,0.45644125,0.09076554,0.048295762,0.029565502,0.41767398,0.49063486
0.4237722,0.07181749,0.10601111,0.11428727,0.47974518,0.5688228,0.1131983,0.020091474,0.023902863,0.025863009,0.11907873,0.14096701,0.35974082,0.063323535,0.09403245,0.10034847,0.42573234,0.50805837
0.49912882,0.11232713,0.054829575,0.004737014,0.48388326,0.5749211,0.13617554,0.033703584,0.016933464,0.0037569422,0.13791789,0.15980616,0.41810954,0.09403245,0.051344875,0.0025590765,0.4194163,0.49433735
0.48083416,0.083142765,0.04916694,0.0748666,0.47996297,0.57840574,0.13138407,0.023140585,0.013557661,0.017586846,0.1307307,0.15523249,0.40068606,0.064412504,0.046553414,0.06310574,0.4128825,0.4930306
0.5668627,0.0992595,0.03522814,0.011270827,0.6115104,0.6565937,0.09234455,0.015790047,0.021017097,0.02232386,0.08553849,0.073015355,0.5185125,0.09109224,0.020635957,0.017695742,0.59506696,0.6477731
0.4411957,0.07530219,0.0748666,0.12147447,0.4477295,0.5248285,0.12092998,0.022922792,0.020744855,0.029565502,0.12474137,0.14434281,0.36910596,0.06267015,0.06942176,0.104486555,0.3882718,0.45535228
0.42464337,0.09098334,0.071381904,0.123216815,0.450343,0.55836874,0.11809866,0.027387563,0.018566918,0.03174344,0.12495916,0.15403463,0.35669172,0.077262335,0.06506588,0.107753456,0.38957858,0.48344767
0.5169879,0.09882391,0.056571927,0.00081672653,0.49433735,0.55183494,0.1410759,0.029021017,0.017042361,0.005608189,0.13998693,0.15196559,0.43466187,0.08357835,0.052433845,0.0025590765,0.42943484,0.4784384
0.44228464,0.102308616,0.11559403,0.060492214,0.48126975,0.5322335,0.11864314,0.028803224,0.027823152,0.00974627,0.11907873,0.13181967,0.37498638,0.089458786,0.09882391,0.051344875,0.42987043,0.4751715
0.43901774,0.07443102,0.07530219,0.118425354,0.4477295,0.5248285,0.1201677,0.022051618,0.02194272,0.030872265,0.12604813,0.1445606,0.36932376,0.06310574,0.068768375,0.104050964,0.38761842,0.45557007
0.5668627,0.07944027,0.052433845,0.013666558,0.56490254,0.617173,0.09365131,0.021452684,0.022759447,0.019982576,0.0695851,0.07034738,0.49793097,0.0678972,0.046553414,0.017586846,0.51981926,0.5804748
0.46145052,0.10579331,0.07748013,0.04982032,0.45927256,0.5250463,0.12583034,0.03098116,0.023249483,0.008548405,0.12985952,0.1445606,0.38718283,0.089676574,0.071381904,0.04176195,0.3982903,0.45557007
0.54758793,0.022160513,0.019655885,0.052542742,0.7793205,0.8151476,0.0074049877,0.0017423499,0.037297178,0.0050092563,0.053359468,0.07584667,0.52755094,0.02646194,0.0003266906,0.048023522,0.8172166,0.8767832
0.56381357,0.082489386,0.07225308,0.025209626,0.5431232,0.6176086,0.09343352,0.021561582,0.02368507,0.01949254,0.068713926,0.07051072,0.49499074,0.07051072,0.06375912,0.028040946,0.5008712,0.5810193
0.601383,0.041326363,0.0028857673,0.050147012,0.8211369,0.8583796,0.005118153,0.0041925297,0.03800501,0.0049003595,0.05515627,0.07758902,0.5816182,0.037188284,0.016552325,0.045791134,0.85930526,0.9200697
0.56381357,0.08227159,0.07247087,0.025863009,0.543341,0.6176086,0.09348797,0.021561582,0.02368507,0.019438092,0.06882282,0.07034738,0.49499074,0.070292935,0.06397691,0.028258739,0.501089,0.5805837
0.4477295,0.09337907,0.052433845,0.08444953,0.5071872,0.62065774,0.118534245,0.024120659,0.013122073,0.020418163,0.12593924,0.15098552,0.38108462,0.07900468,0.048295762,0.07312425,0.45622346,0.55749756
0.4233366,0.087934226,0.07181749,0.122781225,0.44555157,0.55096376,0.11700969,0.02510073,0.019002505,0.031525645,0.12103888,0.148372,0.35407817,0.07225308,0.066590436,0.10710008,0.3815202,0.47081563
0.43858215,0.076173365,0.08619188,0.12800828,0.43596864,0.5252641,0.1203855,0.023140585,0.023576174,0.031416748,0.12158336,0.14445171,0.3671458,0.062234566,0.07595557,0.109278016,0.38043123,0.45665905
0.57840574,0.11406948,0.02716977,0.009964064,0.60715455,0.63067627,0.0870086,0.01775019,0.025372973,0.021724926,0.07078297,0.062234566,0.50849396,0.10165523,0.01845802,0.0032124578,0.5598933,0.5938691
0.44947186,0.07791571,0.07551998,0.12125667,0.4686377,0.5503104,0.11374278,0.01987368,0.021833824,0.02891212,0.1134161,0.12887946,0.3850049,0.068768375,0.068768375,0.10797125,0.41745618,0.4928128
0.520037,0.10361537,0.05090929,0.0025590765,0.4969509,0.54747903,0.14183818,0.030436676,0.015517805,0.0059348796,0.14053142,0.15087663,0.43640423,0.08597408,0.046117827,0.0043014265,0.43291953,0.4756071
0.4727758,0.11058477,0.07748013,0.051127084,0.48083416,0.55052817,0.11864314,0.028258739,0.02303169,0.0076772296,0.11711859,0.12898836,0.40373516,0.09664597,0.07159969,0.042633127,0.42899925,0.4932484
0.57840574,0.10143744,0.036099315,0.010181858,0.6367745,0.6814222,0.099150605,0.019111402,0.018784711,0.023521725,0.08875095,0.07976696,0.5551018,0.09784384,0.016933464,0.014319939,0.65811825,0.72084284
0.5259175,0.103397585,0.050691497,0.0062615704,0.4446804,0.505227,0.1445606,0.03032778,0.015844496,0.005717086,0.12528585,0.13955134,0.44206685,0.08575629,0.046117827,0.007350539,0.3858761,0.43836436
0.5311445,0.104050964,0.05090929,0.005825983,0.44990745,0.5130676,0.14031363,0.029565502,0.015517805,0.005499292,0.12136557,0.13377981,0.44990745,0.08662746,0.046553414,0.0069149514,0.39328107,0.44903627
0.505227,0.082707174,0.082489386,0.007350539,0.5457367,0.59953177,0.090057716,0.017913535,0.019438092,0.027823152,0.07764347,0.06827834,0.44664052,0.07116411,0.06528368,0.0043014265,0.5202548,0.5764456
0.563378,0.082489386,0.07225308,0.025863009,0.5431232,0.6178264,0.09348797,0.021561582,0.02368507,0.01954699,0.068713926,0.07045628,0.49520853,0.07051072,0.06375912,0.028258739,0.501089,0.5810193
0.46145052,0.10579331,0.07748013,0.04982032,0.45970815,0.5248285,0.12583034,0.03098116,0.023140585,0.008548405,0.12996842,0.1447784,0.38696504,0.089458786,0.07159969,0.041326363,0.3982903,0.45535228
0.5429054,0.10056626,0.012577589,0.10165523,0.64483285,0.6812044,0.09403245,0.019982576,0.01916585,0.0027768703,0.085865185,0.084231734,0.52286834,0.098170534,0.006479364,0.10492214,0.66182077,0.71441793
0.6189154,0.11004029,0.03479255,0.005608189,0.71877384,0.7770336,0.047152348,0.01116193,0.02716977,0.03130785,0.027659805,0.0058804313,0.60726345,0.10851573,0.015408908,0.004355875,0.76342154,0.8449308
0.51568115,0.09882391,0.0574431,0.0025590765,0.49564412,0.5500926,0.14118479,0.029021017,0.016824568,0.0053903954,0.14009583,0.15218338,0.43313733,0.082053795,0.052216053,0.005825983,0.43204835,0.47669607
0.49912882,0.11276271,0.054393988,0.0043014265,0.48431885,0.5749211,0.13628444,0.033703584,0.016606774,0.0039747357,0.13791789,0.15991506,0.41723838,0.09185451,0.0504737,0.0012523141,0.4198519,0.4930306
0.5178591,0.10361537,0.07007514,0.01780464,0.542252,0.5725253,0.091745615,0.023957312,0.025264075,0.0069149514,0.07502995,0.08189045,0.44576937,0.09272569,0.06310574,0.016497876,0.48126975,0.5119787
0.5455189,0.09969509,0.06724382,0.046771206,0.5797125,0.6602962,0.09092889,0.026135249,0.024120659,0.014701078,0.072579764,0.0765545,0.47952738,0.08597408,0.059185453,0.046771206,0.53288686,0.618262
0.5013068,0.076826744,0.08597408,0.010835239,0.5252641,0.5304911,0.13312642,0.023576174,0.020309268,0.0027768703,0.12996842,0.13290864,0.4266035,0.067679405,0.07290646,0.008221714,0.4686377,0.47430032
0.4372754,0.07660895,0.08706305,0.12670152,0.43553305,0.52308613,0.120494395,0.02303169,0.023140585,0.031525645,0.12158336,0.1447784,0.36627463,0.062234566,0.07791571,0.107753456,0.38086683,0.4540455
0.5176413,0.06528368,0.06702603,0.14717412,0.6010563,0.67510617,0.091201134,0.018131329,0.024610694,0.017042361,0.07922248,0.09337907,0.45186758,0.055700753,0.05853207,0.13105738,0.55248827,0.6250136
0.4202875,0.07159969,0.10535773,0.1131983,0.47473592,0.5598933,0.11570293,0.02128934,0.02542742,0.026951976,0.123870194,0.14771861,0.35473156,0.062234566,0.0922901,0.09882391,0.41789177,0.49564412
0.4814331,0.06234346,0.07219863,0.027823152,0.78721553,0.78128064,0.01219645,0.0017423499,0.035718177,0.006370467,0.09697267,0.11907873,0.4692911,0.067679405,0.05278776,0.024147881,0.8407655,0.8589241
0.5592399,0.13976914,0.036752693,0.019982576,0.6254492,0.66486984,0.08597408,0.024501797,0.024338452,0.017151257,0.06996624,0.06473919,0.49107045,0.12343461,0.028476533,0.023467276,0.5766634,0.6234891
0.5455189,0.0994773,0.06702603,0.046989,0.5792769,0.6602962,0.09081999,0.026189698,0.023957312,0.014755527,0.072525315,0.07639116,0.4793096,0.08597408,0.059185453,0.046771206,0.53288686,0.6178264
0.4372754,0.07399543,0.07791571,0.11711859,0.44903627,0.52265054,0.12147447,0.02303169,0.020309268,0.030218882,0.12463247,0.1446695,0.3673636,0.062887944,0.07116411,0.1027442,0.3884896,0.45360994
0.5368071,0.06267015,0.10818905,0.014537733,0.60650116,0.68686706,0.09185451,0.015463356,0.030763367,0.015408908,0.0748666,0.06806055,0.49194163,0.05678972,0.09370576,0.02128934,0.5878798,0.6812044
0.50174236,0.11232713,0.051344875,0.0069149514,0.49041706,0.5801481,0.13573995,0.030763367,0.01606229,0.0026679735,0.13606665,0.15577698,0.4198519,0.09185451,0.048731353,0.0053903954,0.4205053,0.49542633
0.5429054,0.068768375,0.063323535,0.024338452,0.65202004,0.7225852,0.09261679,0.016824568,0.025209626,0.020635957,0.080474794,0.07421322,0.49771318,0.06277905,0.05156267,0.015300011,0.63067627,0.7148535
0.5679517,0.087934226,0.029347708,0.012577589,0.58907765,0.65158445,0.100185126,0.024175106,0.017314604,0.02363062,0.0800392,0.08303387,0.5189481,0.07976696,0.02194272,0.004083633,0.5671894,0.6369923
0.42224762,0.07268866,0.11276271,0.13279974,0.4684199,0.5313623,0.11276271,0.020091474,0.026625285,0.03098116,0.115267344,0.13181967,0.3571273,0.064412504,0.09795274,0.117336385,0.41723838,0.47342917
0.58189046,0.09849723,0.028476533,0.0032124578,0.65202004,0.6926386,0.062452357,0.013721006,0.027442012,0.024447348,0.037133835,0.02651639,0.55793315,0.09631929,0.01148862,0.008983992,0.6678101,0.7267233
0.50435585,0.07530219,0.08575629,0.0957748,0.6152129,0.7260699,0.08199935,0.016933464,0.024338452,0.00027224218,0.06718937,0.06936731,0.44315583,0.06506588,0.07443102,0.09098334,0.5662093,0.6812044
0.5932157,0.04459327,0.002232386,0.07290646,0.76668847,0.7996842,0.012414244,0.004628117,0.03773277,0.013394316,0.025046282,0.04633562,0.569204,0.040291842,0.016606774,0.077207886,0.7817162,0.838397
0.62632036,0.10198192,0.044266578,0.008221714,0.7465425,0.810465,0.011325275,0.0053903954,0.03343134,0.023793967,0.01949254,0.049058042,0.6004574,0.0957748,0.024229554,0.005281498,0.76244146,0.8482522
0.5836328,0.05678972,0.005717086,0.07900468,0.73205924,0.76701516,0.060383316,0.007568333,0.028530981,0.008548405,0.032995753,0.026298596,0.5679517,0.055265162,0.013884352,0.08227159,0.7719155,0.8286508
0.54726124,0.11058477,0.07944027,0.056571927,0.56011105,0.6537624,0.09076554,0.026244147,0.024882935,0.014156594,0.07170859,0.07650005,0.48061636,0.09533922,0.07007514,0.055265162,0.51611674,0.6123816
0.62621146,0.101873025,0.04393989,0.008548405,0.7466514,0.8107917,0.011325275,0.0053903954,0.033540238,0.02368507,0.01954699,0.04916694,0.600294,0.0957748,0.024120659,0.0055537405,0.76271373,0.84847
0.57709897,0.11428727,0.028694326,0.011706414,0.60715455,0.6284983,0.08706305,0.01883916,0.026788631,0.0209082,0.070292935,0.059185453,0.507405,0.101873025,0.02020037,0.004737014,0.5596755,0.5914734
0.5686595,0.0020145923,0.12942393,0.09098334,0.84155506,0.87493193,0.042360883,0.004628117,0.02232386,0.008439507,0.13154742,0.16982467,0.5596891,0.0016879016,0.11247686,0.09951813,0.8970789,0.95075136
0.44860068,0.0853207,0.12909724,0.07203528,0.4782206,0.51546335,0.11711859,0.026407491,0.028694326,0.010726342,0.11396058,0.12332571,0.38391593,0.07530219,0.11494065,0.06267015,0.42812806,0.46624196
0.5250463,0.066590436,0.104486555,0.03065447,0.5810193,0.64025915,0.08515736,0.012468692,0.02651639,0.02058151,0.07562888,0.06277905,0.45861918,0.05635413,0.08575629,0.032832406,0.53952956,0.60290754
0.41157573,0.06615485,0.107753456,0.098170534,0.4749537,0.53920287,0.114178374,0.01987368,0.02542742,0.023576174,0.12539475,0.1448873,0.34841555,0.058967657,0.09446804,0.08684526,0.4168028,0.47342917
0.41157573,0.066590436,0.10731787,0.098170534,0.47778505,0.542252,0.114178374,0.01987368,0.025209626,0.02368507,0.12397909,0.14303604,0.34885114,0.058749866,0.09446804,0.08662746,0.4205053,0.4784384
0.5278776,0.07203528,0.08924099,0.009092889,0.4969509,0.50914735,0.12637483,0.022051618,0.024556246,0.008112817,0.110911466,0.10949581,0.45861918,0.06267015,0.07660895,0.009528477,0.4479473,0.46645975
0.51960146,0.11406948,0.044811063,0.036099315,0.4546989,0.55052817,0.14358053,0.03424807,0.013122073,0.0069149514,0.12768158,0.1514211,0.43509746,0.09359686,0.04176195,0.028694326,0.3945878,0.4716868
0.5248285,0.048513558,0.050691497,0.0539584,0.63786346,0.69296527,0.095557004,0.013557661,0.019928128,0.0038113906,0.083088316,0.07960361,0.50326693,0.04742459,0.032941304,0.058967657,0.65583146,0.7300991
0.5252641,0.1062289,0.04982032,0.009528477,0.49455515,0.5635958,0.1449962,0.03239682,0.013666558,0.002994664,0.13791789,0.15566808,0.4416313,0.08836982,0.045028858,0.0069149514,0.43095937,0.49063486
0.5426876,0.100784056,0.012577589,0.10209082,0.64461505,0.6807688,0.0940869,0.020037025,0.01916585,0.0027768703,0.085865185,0.08428618,0.52286834,0.09827943,0.006588261,0.105031036,0.66182077,0.71441793
0.5121964,0.074648805,0.06528368,0.08336056,0.6472286,0.7369596,0.080583684,0.01600784,0.023467276,0.00021779374,0.06533813,0.06571926,0.450343,0.06484809,0.056571927,0.08009365,0.5943047,0.6914407
0.437711,0.07399543,0.07748013,0.11755417,0.44860068,0.52265054,0.12147447,0.022813896,0.020309268,0.030001089,0.12452357,0.1446695,0.3677992,0.06267015,0.07072852,0.1027442,0.3887074,0.45317435
0.5765545,0.09827943,0.027605359,0.004954808,0.6392791,0.67978877,0.09958619,0.019002505,0.02297724,0.019819232,0.089458786,0.084177285,0.55390394,0.09621039,0.011053033,0.0100729605,0.6589894,0.71779376
0.5387673,0.10383317,0.032179028,0.11385168,0.62043995,0.67575955,0.07927693,0.017205706,0.02510073,0.00070782966,0.06446695,0.061417837,0.4726669,0.09131003,0.024229554,0.10786235,0.572852,0.63372535
0.444027,0.07922248,0.073559836,0.12103888,0.45665905,0.5357182,0.11831646,0.020091474,0.022704998,0.03032778,0.12125667,0.13857128,0.3741152,0.068114996,0.06724382,0.104486555,0.40133944,0.4723402
0.6125994,0.08336056,0.037841663,0.00974627,0.5132854,0.5768812,0.10688228,0.019329196,0.018022433,0.023467276,0.07334205,0.07268866,0.5413808,0.07247087,0.031961232,0.0016879016,0.47430032,0.53615373
0.6152129,0.11014919,0.040890776,0.005281498,0.7106066,0.76897526,0.049330283,0.011270827,0.023902863,0.031471197,0.032560166,0.0109441355,0.60214525,0.10867908,0.024175106,0.003865839,0.75106174,0.8329522
0.5187303,0.001361211,0.11662855,0.05080039,0.74937385,0.7770336,0.016280083,0.0040291846,0.028803224,0.013612109,0.08150931,0.11396058,0.5069558,0.0025046282,0.097081564,0.049929217,0.7907547,0.841909
0.43814656,0.07443102,0.07704454,0.116683,0.4481651,0.52221495,0.1203855,0.02194272,0.02194272,0.03098116,0.12593924,0.1448873,0.36867037,0.063323535,0.070292935,0.102308616,0.388054,0.45295656
0.47125122,0.10013068,0.10840684,0.037841663,0.5209082,0.57535666,0.10111075,0.024447348,0.02651639,0.008548405,0.094304696,0.095448114,0.41114014,0.08706305,0.09163672,0.033267993,0.48388326,0.54007405
0.51568115,0.06397691,0.067679405,0.14543177,0.6012741,0.6748884,0.09163672,0.018403571,0.024501797,0.017369052,0.07916803,0.09337907,0.45012522,0.05504737,0.059185453,0.12975062,0.55270606,0.6250136
0.54072744,0.1027442,0.04393989,0.016933464,0.5004356,0.5564086,0.12691931,0.027714254,0.015191114,0.015844496,0.1131983,0.11831646,0.46711314,0.08728085,0.039148428,0.014537733,0.45273876,0.50435585
0.42420778,0.087934226,0.07094631,0.122781225,0.4442448,0.55139935,0.115811825,0.024556246,0.020527061,0.03207013,0.12256343,0.14869869,0.35560274,0.07290646,0.06571926,0.106664486,0.38021344,0.47059783
0.5,0.11189154,0.051780462,0.0043014265,0.49128824,0.57840574,0.13595775,0.030872265,0.015844496,0.0025590765,0.13573995,0.15588588,0.41789177,0.09032996,0.048295762,0.002123489,0.422901,0.4934662
0.5247196,0.07366873,0.07551998,0.014537733,0.8675814,0.8603942,0.035119243,0.0068060546,0.034030274,0.0019056953,0.14004138,0.1650332,0.51433355,0.08050201,0.056149952,0.011937819,0.92423505,0.93654037
0.5006534,0.07334205,0.09316128,0.011270827,0.5119787,0.5248285,0.13519546,0.02510073,0.021398235,0.0032124578,0.13519546,0.13998693,0.42486116,0.062234566,0.080964826,0.008439507,0.44903627,0.46428183
0.5911467,0.060383316,0.022596102,0.087934226,0.7159425,0.7835675,0.060056627,0.0065338123,0.028966568,0.008548405,0.036262657,0.027605359,0.57753456,0.05853207,0.003865839,0.09131003,0.7578678,0.85021234
0.48083416,0.11494065,0.07878689,0.04110857,0.4509964,0.5317979,0.10851573,0.028149841,0.023576174,0.00081672653,0.09457693,0.103506476,0.4096156,0.0992595,0.07116411,0.03479255,0.39937928,0.47321138
0.44272023,0.08336056,0.05853207,0.10100185,0.47451812,0.5609822,0.1203855,0.02303169,0.0156267,0.024120659,0.12441468,0.14575846,0.3745508,0.07290646,0.0539584,0.089458786,0.416585,0.4939018
0.4200697,0.07072852,0.10470434,0.11298051,0.47408253,0.5596755,0.11570293,0.020635957,0.024882935,0.026734183,0.12343461,0.14760971,0.35473156,0.062234566,0.09207231,0.09860612,0.41789177,0.49542633
