left,left,left,left,right,right,right,right
x,vel,angle,angle_vel,x,vel,angle,angle_vel
0.0069299066,0.0071948646,0.0061926823,0.005343534,0.01462715,0.005909629,0.007769102,0.0101544885
0.0055229533,0.005575948,0.005372909,0.0055846116,0.004770595,0.0019212655,0.003102455,0.0025761768
0.00034240048,0.001577207,0.0018494155,0.0016209603,0.0028226473,0.0033248786,0.0053573623,0.0051704417
0.024229985,0.0013692966,0.00048266666,0.011203165,0.030987104,0.004957319,0.0065696584,0.0045514163
0.001274645,0.0020305344,0.0020138046,0.0021049578,0.00094406155,0.0007288691,0.00087006466,0.00072716153
0.0023979452,0.0028461667,0.0027215453,0.0021296549,0.0059068524,0.0024230552,0.0061470396,0.006601629
0.010992996,0.00845128,0.0047211577,0.0015819859,0.016325282,0.006591866,0.008312502,0.009576059
0.0047851135,0.0078047514,0.0077117705,0.010098304,0.0072881,0.0036915133,0.004041789,0.003466217
0.007527673,0.0061509707,0.0050494205,0.00309702,0.015425503,0.0036944125,0.006745139,0.008551319
0.002209818,0.007531675,0.00739303,0.0103796525,0.013177728,0.0046590636,0.012327382,0.03137432
0.0038440265,0.0036638693,0.0037193766,0.0033086406,0.0066120564,0.006553757,0.005901771,0.0063062715
0.0012195106,0.0015206464,0.0018940318,0.0013566321,0.0050877356,0.0026416462,0.0048972946,0.0043214336
0.036549393,0.006346741,0.015425079,0.016827095,0.08093291,0.015203884,0.03665991,0.039885033
0.006165528,0.0065483134,0.0055036335,0.0042914157,0.013811218,0.004580911,0.007386246,0.009469187
0.00294798,0.0033182136,0.0030220049,0.0026365847,0.00057446124,0.000612946,0.0004915803,0.00044670296
0.005290797,0.0061843377,0.0060943146,0.005936226,0.00799093,0.006822739,0.007835194,0.01252344
0.0019159977,0.002288679,0.0025759868,0.0018999097,0.0060837176,0.003062658,0.0055850544,0.0049547153
0.0033466045,0.0035243835,0.0033536865,0.0034390027,0.0011430841,0.00089773035,0.0009933315,0.001102962
0.0062272656,0.008825916,0.0064970367,0.0054078717,0.012531569,0.0048002494,0.007557956,0.0143668605
0.007493037,0.007217168,0.006173701,0.0051972223,0.015158637,0.0058398573,0.007684463,0.010157285
0.0030593274,0.0073001957,0.0072759003,0.005700881,0.012899725,0.0043034214,0.008853176,0.011401259
0.004877309,0.0029541478,0.0029658203,0.0025886467,0.0013765236,0.00026694787,0.00034634583,9.192499e-05
0.00461669,0.005289578,0.005262517,0.0052565048,0.007220319,0.0062388824,0.00703328,0.011548201
0.0039305994,0.0038650339,0.0037021858,0.0033329597,0.0015338284,0.0014758343,0.0012857582,0.00094956806
0.011309793,0.0049042623,0.003545788,0.0033798844,0.01996863,0.0033164257,0.0048075006,0.0074020415
0.0028098365,0.0031152486,0.003139094,0.0020160184,0.0068282215,0.0024427767,0.007065845,0.005805257
0.0033649313,0.004468272,0.0048992136,0.0050213845,4.587469e-05,4.333656e-05,5.919911e-05,5.94138e-05
0.0013858186,0.0019456835,0.0020045233,0.0019266733,0.0018506207,0.0008457703,0.0010605996,0.0007078402
0.008822201,0.0050826627,0.007403061,0.00075905677,0.025312077,0.0009571637,0.014857375,0.0089132385
0.0015558382,0.00869532,0.009079172,0.008250594,0.008110893,0.0066469675,0.011524335,0.014232245
0.003695069,0.0038920736,0.0036731558,0.00352228,0.0014784824,0.00094210746,0.0013333248,0.0014882861
0.0036259121,0.0032413194,0.0029894824,0.0018946879,0.0066899722,0.0051136506,0.0049707494,0.0059770923
0.004695378,0.0056927255,0.008054298,0.017774874,0.0038512766,0.006595794,0.006852672,0.0088184355
0.0038421757,0.0064946827,0.0058182017,0.01191594,0.004416483,0.0034174593,0.0036505798,0.0064988546
0.007062209,0.008434565,0.0070976964,0.005217709,0.015282406,0.005673179,0.008915215,0.0110565815
0.006021372,0.008659851,0.0065871826,0.00476778,0.013939471,0.0068997405,0.009418948,0.011083677
0.0011042315,0.0015615731,0.0015114866,0.0019027765,0.00079170486,0.0006535819,0.0008847567,0.0016304435
0.0010290913,0.0010821105,0.0010421283,0.0010905716,0.0014760944,0.0015264342,0.001317982,0.0014157494
0.0055080657,0.0038606327,0.0024417208,0.00273063,0.0134781925,0.0046082484,0.0049273386,0.0029888614
0.005761213,0.0051663606,0.0054724766,0.0051357127,0.005768427,0.0012042087,0.0020946532,0.0012109822
0.0015962826,0.0021589922,0.0016622992,0.0015653039,0.0058357622,0.002780502,0.0042936886,0.005171431
0.00068478176,0.00076887256,0.001143756,0.0007393348,0.004325896,0.0017414517,0.004574807,0.003606783
0.0017348498,0.0025565608,0.0025045362,0.0026368944,0.0003856892,0.00022976198,0.0003629794,0.00031141014
0.0035001186,0.00060005597,0.00514866,0.0024352039,0.0006333603,0.00017387088,0.0006811854,0.0003532605
0.00017928364,0.0013332993,0.001581269,0.0014031243,0.002263039,0.0032417614,0.005214944,0.0050690505
0.0005516472,0.0009100632,0.0005400097,0.00071136066,0.0041981377,0.0029530951,0.0026223527,0.0039765458
0.02033373,0.05712403,0.08773701,0.0890456,0.018128201,0.007999461,0.014774622,0.026958609
0.0044991127,0.003702779,0.0026407384,0.0006968286,0.0109908935,0.0038218244,0.0051563634,0.0011803113
0.004445048,0.0046726693,0.0044270237,0.0043140976,0.0024047666,0.0014421724,0.0021833833,0.0024233344
0.0040120496,0.008561888,0.0080142515,0.0067549944,0.013665887,0.0061827884,0.009299817,0.011997749
0.002927004,0.011903052,0.011893319,0.0113050295,0.0050488715,0.009558978,0.00950454,0.0033411954
0.0006215937,0.008511053,0.008949679,0.008663106,0.012076355,0.0064592212,0.00978887,0.012683176
0.003614616,0.011673903,0.010988827,0.008287224,0.00063181634,0.011049249,0.013666733,0.014366511
0.011680048,0.005572205,0.008801438,0.002288895,0.03311438,0.00076663407,0.017238045,0.015579019
0.0053361375,0.001797042,0.00041524137,0.0002985982,0.00577706,0.0006359867,8.025046e-05,0.00019808293
0.0012880039,0.0033769612,0.0027772244,0.0009376078,0.0032545982,0.0071750083,0.0056769038,0.002876802
0.0017359877,0.0053727124,0.004496411,0.004424838,0.005812854,0.005880607,0.0073343604,0.008798784
0.010975949,0.007841393,0.00731006,0.010988504,0.014803602,0.004107218,0.004694354,0.0020523758
0.008078129,0.0072033186,0.00839028,0.014328775,0.00742871,0.008765918,0.007070021,0.0046434235
0.012757157,0.0030373347,0.0015809264,0.0012496695,0.023828315,0.00025829984,0.0017441948,0.005047656
0.0002399284,0.013324801,0.014097602,0.008880354,0.004733368,0.008560306,0.009877566,0.0013082825
0.021898525,0.008672527,0.017572885,0.023272038,0.0028401802,0.00651723,0.01383913,0.019231154
0.002269934,0.0028947107,0.0028290085,0.0029342582,0.00012620786,6.02617e-05,0.00010655353,9.628009e-05
0.0019956133,0.0025266192,0.0022987677,0.002151276,0.008296796,0.0027425552,0.0044844435,0.005902266
0.0010428035,0.0017413348,0.0018089339,0.001727205,0.0021752845,0.0010796738,0.0013506317,0.00091974717
0.0058380435,0.0040471493,0.0058569657,0.02240722,0.006371826,0.0043820958,0.005523008,0.012828956
0.0047519295,0.004458535,0.0042415545,0.0043048575,0.003518784,0.0010310956,0.0017118738,0.0017755154
0.0021413122,0.002667745,0.0024927666,0.0021732722,0.0053681247,0.002382635,0.0057151723,0.006935694
0.00049976073,0.0016910991,0.0019234502,0.0016989541,0.0032865254,0.0033471077,0.0053049247,0.0051443554
0.0036386063,0.004522683,0.0040171933,0.0054326463,0.011276957,0.00281254,0.0060226703,0.008816201
0.0017267267,0.0020653126,0.0021108252,0.0020413336,0.0016033201,0.00066348905,0.0008353898,0.00054672774
0.0003233836,0.0013804602,0.0016789045,0.0016865545,0.0023666369,0.0010884366,0.0020000206,0.0018274027
0.010751313,0.0067315847,0.007061012,0.007819464,0.00039331903,0.00020067654,0.00022444394,0.00023358475
0.0027501273,0.012478446,0.013704362,0.007657909,0.0127030015,0.005985081,0.007529012,0.000682418
0.00074658176,0.00071734027,0.0007094754,0.00089727936,0.0019997605,0.0024172573,0.0019468165,0.0012151758
0.006794611,0.008347314,0.0077651944,0.010719936,0.008008418,0.0049510673,0.0062397076,0.004423218
0.0066685905,0.007695501,0.0064822575,0.004897958,0.014650084,0.005259559,0.008339203,0.010471498
0.0062315715,0.008271276,0.0073422166,0.0052336496,0.014657095,0.0057198284,0.008697833,0.011286371
0.0055050775,0.008116976,0.0073024244,0.0052287523,0.014252945,0.00533806,0.008761526,0.011253043
0.009099592,0.008679725,0.008422688,0.010668844,0.0132834595,0.004630968,0.005295191,0.0020787918
5.187873e-05,0.0035147155,0.003880627,0.0031075843,0.0004428234,0.00031568494,0.00039494337,0.0002208771
0.0045865364,0.003770949,0.0035778785,0.0070451656,0.0026780237,0.0025901273,0.0019852705,0.002098882
0.005834212,0.006119653,0.005869422,0.005864586,0.00421768,0.0033535797,0.0038212931,0.0031669436
0.000555806,0.00067348883,0.00065737945,0.00061549596,0.004176963,0.0021325583,0.0035286713,0.0033975095
0.0016484351,0.0017085699,0.0013089182,0.0012726637,0.0033405416,0.0011363148,0.0015492311,0.0014792432
0.0050842487,0.008400066,0.007542409,0.0022431726,0.0105287675,0.0066081616,0.009735172,0.008663031
0.00449697,0.007876756,0.0075720917,0.010548614,0.0056388006,0.004548984,0.005309471,0.0045022694
0.0060772933,0.007043933,0.006972089,0.007727392,0.008674465,0.007927834,0.008742912,0.014458527
0.0013572479,0.0012511907,0.0012387154,0.001339379,0.0013226705,0.0009523346,0.0010548859,0.0014718628
0.0018942476,0.002399134,0.0019749794,0.0018551173,0.0022874603,0.000858163,0.0011661137,0.0010167316
0.0012273856,0.008379729,0.009401832,0.0096584,0.011124562,0.0064652087,0.010030125,0.012944961
0.0009358985,0.0011315373,0.0011436143,0.0010148066,0.0047199614,0.0025036698,0.0039191344,0.003868161
0.0044156704,0.008070642,0.0075340685,0.012162587,0.0057344334,0.0044010244,0.005079183,0.006711358
0.021393659,0.002173362,0.026398923,0.032603752,0.0702599,0.0067231325,0.08709436,0.12179935
0.002148599,0.004873348,0.00471732,0.011074216,0.0048599644,0.0060782237,0.0066962647,0.0168693
0.006324911,0.00846113,0.0075747324,0.004843768,0.01497247,0.005437829,0.008872461,0.011309848
0.0024021321,0.0055046924,0.0052869874,0.005287647,0.010675277,0.0054096957,0.007056627,0.008626934
0.00090252585,0.007836846,0.007407308,0.004320149,0.00497697,0.006979218,0.010293231,0.010431302
0.0058847126,0.0046134936,0.007327034,7.29165e-05,0.015214625,0.0014512361,0.016887983,0.0043176943
0.003340594,0.00795356,0.007774513,0.010997206,0.0045656986,0.0045951335,0.005138348,0.0052152365
0.004539216,0.0047518886,0.0045380495,0.0045126234,0.0025643248,0.0016044267,0.0022095211,0.002620573
0.0006564205,0.002081106,0.0020930695,0.0021882867,0.00076845655,0.0009905654,0.0011565046,0.0010122329
0.0009331081,0.0019139618,0.001983124,0.0020268338,0.002114421,0.00072843715,0.0012561701,0.0014647446
0.006008293,0.0067116437,0.0065733423,0.0066684126,0.004269866,0.0029959413,0.005074821,0.0043535507
0.0038260845,0.008900502,0.009958964,0.0095736105,0.006071406,0.006867951,0.012375512,0.015397893
0.0028689322,0.0034756649,0.003268012,0.0026281492,0.0062867915,0.002945795,0.006546465,0.0075492524
0.0038213334,0.008996515,0.008032106,0.0057499856,0.009300322,0.007953659,0.01007615,0.011516695
0.0025962342,0.0032793512,0.0032407981,0.0032906756,0.00065221975,0.0004280722,0.00054344226,0.00035978504
0.0031844694,0.0038304012,0.0033936924,0.0033863946,0.010087678,0.004145642,0.005311753,0.00665754
0.0054952763,0.0073775747,0.00664108,0.010738015,0.006171502,0.004063306,0.0048889616,0.005096722
0.0008420809,0.0011029745,0.0013628227,0.0010393991,0.004502606,0.0023895784,0.004374178,0.0040149116
0.0010352408,0.0019239665,0.0019131241,0.0020023896,0.0010449386,0.0009071151,0.0010864453,0.0009004286
0.007223917,0.007394684,0.0061923075,0.003971405,0.015217556,0.004588002,0.008064725,0.009781357
0.0059506446,0.008534118,0.008313984,0.011116926,0.0076129017,0.005272367,0.0058700833,0.0050762394
0.006539718,0.009233542,0.009060865,0.011433722,0.0087316865,0.005953595,0.0066057704,0.0049302164
0.0038416013,0.0041984264,0.0040407064,0.0042133485,0.0022043993,0.0009694302,0.0016453962,0.0014522633
0.004855359,0.0006900669,7.457947e-05,0.00097090506,0.006951665,2.1902093e-05,0.00013783044,0.00041818593
0.0013387926,0.0016426131,0.0018614306,0.0014352673,0.005279679,0.0027837881,0.004736157,0.0044059022
0.0034189532,0.0014512516,0.0014117633,0.001350083,0.0026721875,0.00032317906,0.0004497782,0.00018000863
0.0024564748,0.0020510887,0.002143048,0.002189429,0.0013253697,0.00027314023,0.00055660005,0.0004874407
0.008593874,0.008835584,0.010682636,0.017010564,0.0088077625,0.009644687,0.009712114,0.007512444
0.0014499815,0.0054475004,0.0057292012,0.006033048,0.00049808854,0.0014059974,0.0019279171,0.0018133132
0.007691109,0.008281129,0.0073290914,0.0047331294,0.006131672,0.0052954205,0.005148704,0.002324553
0.00086654274,0.0010729525,0.0011282804,0.0011627852,0.0030702928,0.0010957842,0.0017441928,0.0016091979
0.0054499917,0.005939425,0.0054232245,0.0053714463,0.0036476478,0.0031192717,0.0032348465,0.0029228176
0.005436838,0.0055624754,0.004797811,0.0045331414,0.0128509775,0.0050165863,0.00650503,0.008471827
0.003626958,0.0072564157,0.0061981617,0.013292836,0.004515743,0.0037026152,0.0039892504,0.00798707
0.005042116,0.0050210976,0.0048825596,0.005036184,0.0076628258,0.007639892,0.00820143,0.007623604
0.003396478,0.008160666,0.00785141,0.006540413,0.01320066,0.0056450088,0.009115216,0.011936673
0.000513206,0.0021182613,0.0023672453,0.0024980188,0.0016646757,0.0010548714,0.0017008515,0.0014993262
0.003973828,0.0016657121,0.0009250888,0.0014894194,0.0024509912,0.00056577724,0.0007830371,0.0007948297
0.0022742297,0.0031112256,0.0024512822,0.002158459,0.00679764,0.0032803696,0.0051362514,0.006039548
0.0076147337,0.0068906005,0.006777911,0.017031543,0.006991824,0.010427621,0.006691852,0.0026405142
0.0006298091,0.0007571589,0.0007479438,0.00069060683,0.004286881,0.0022631828,0.0035123746,0.003472494
0.0049206237,0.0074692396,0.007115134,0.011047152,0.0059126164,0.004269892,0.0047281147,0.0055136424
0.010361642,0.008735155,0.0053122533,0.00012308746,0.008000257,0.007747232,0.0034693084,0.0048009777
0.0027505974,0.001758726,0.0016927096,0.0022059262,0.0031480703,0.00056429644,0.0008478883,0.0009024022
0.005391134,0.009058652,0.008774015,0.011917694,0.007316754,0.005293538,0.0062718582,0.0060233437
0.006632243,0.00028078357,0.00034970342,0.00066725357,0.010837862,0.0014567167,0.0012576503,0.002169455
0.005823358,0.0074780975,0.006978994,0.010497774,0.0066059073,0.0043485705,0.00504215,0.0047991313
0.00072214834,0.0016235041,0.0016162236,0.0016989886,0.0012459642,0.0012486699,0.0014930594,0.0012570407
0.005056698,0.009047591,0.008193975,0.0062574954,0.014633068,0.0059203715,0.009630268,0.012148491
1.8120845e-05,1.7652654e-05,1.7344806e-05,2.5707717e-05,0.0027768689,0.0033277327,0.002842507,0.0017768266
0.0034164886,0.003240479,0.0033008473,0.0035753688,0.006103125,0.005791557,0.005482971,0.0070931967
0.0033879187,0.003716873,0.0035671222,0.0037287397,0.0015187153,0.00071005715,0.0011374037,0.0009994222
0.0024288287,0.002950491,0.0026590773,0.0024344742,0.008920909,0.0029179098,0.0047547286,0.0063209687
0.0047898423,0.00507478,0.0048871194,0.0048550162,0.0029054664,0.0016897164,0.0027157057,0.002979865
0.0059906826,0.0060408344,0.0052461983,0.0036825677,0.0037860423,0.0041608186,0.003143684,8.929496e-05
